id,pub_author,pub_year,strand_raw,strand_info,desc_stats_raw,desc_stats_ht,desc_stats_info,desc_stats_CLEAN,n_treat_ht,n_treat_info,n_treat_CLEAN,pre_t_mean_ht,pre_t_mean_info,pre_t_mean_CLEAN,pre_t_sd_ht,pre_t_sd_info,pre_t_sd_CLEAN,prepost_t_mean_ht_t_sd_ht,post_t_mean_info,post_t_mean_CLEAN,post_t_sd_ht,post_t_sd_info,post_t_sd_CLEAN,gain_t_mean_ht,gain_t_mean_info,gain_t_mean_CLEAN,gain_t_sd_ht,gain_t_sd_info,gain_t_sd_CLEAN,out_t_other_ht,out_t_other_info,out_t_other_CLEAN,n_cont_ht,n_cont_info,n_cont_ht_CLEAN,pre_c_mean_ht,pre_c_mean_info,pre_c_mean_CLEAN,pre_c_sd_ht,pre_c_sd_info,pre_c_sd_CLEAN,post_c_mean_ht,post_c_mean_info,post_c_mean_CLEAN,post_c_sd_ht,post_c_sd_info,post_c_sd_CLEAN,gain_c_mean_ht,gain_c_mean_info,gain_c_mean_CLEAN,gain_c_sd_ht,gain_c_sd_info,gain_c_sd_CLEAN,out_c_other_ht,out_c_other_info,out_c_other_CLEAN,n_treat2_ht,n_treat2_info,n_treat2_CLEAN,pre_t2_mean_ht,pre_t2_mean_info,pre_t2_mean_CLEAN,pre_t2_sd_ht,pre_t2_sd_info,pre_t2_sd_CLEAN,post_t2_mean_ht,post_t2_mean_info,post_t2_mean_CLEAN,post_t2_sd_ht,post_t2_sd_info,post_t2_sd_CLEAN,gain_t2_mean_ht,gain_t2_mean_info,gain_t2_mean_CLEAN,gain_t2_sd_ht,gain_t2_sd_info,gain_t2_sd_CLEAN,out_t2_other_ht,out_t2_other_info,out_t2_other_CLEAN,n_cont2_ht,n_cont2_info,n_cont2_CLEAN,pre_c2_mean_ht,pre_c2_mean_info,pre_c2_mean_CLEAN,pre_c2_sd_ht,pre_c2_sd_info,pre_c2_sd_CLEAN,post_c2_mean_ht,post_c2_mean_info,post_c2_mean_CLEAN,post_c2_sd_ht,post_c2_sd_info,post_c2_sd_CLEAN,gain_c2_mean_ht,gain_c2_mean_info,gain_c2_mean_CLEAN,gain_c2_sd_ht,gain_c2_sd_info,gain_c2_sd_CLEAN,out_c2_other_ht,out_c2_other_info,out_c2_other_CLEAN,follow_up_raw,follow_up_ht,follow_up_info,follow_up_CLEAN
37092778,Rickards (1978),1978,['Feedback'],NA,['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
38296661,Rienzo (2016),2016,['Feedback'],NA,['Yes'],"['Page 23:\n[¬s]""Table 6: Summary of main effects of post-test[¬e]""']",Only post test is available Total allocated to intervention 10 schools 1983 pupils Control 10 schools 1541 pupils  Post test analysed Intervention Maths  5 schools 387 pupils  English 6 schools 710 pupils  Control Maths 6 schools 550 pupils  English 9 schools 1013 pupills,,"['Page 23:\n[¬s]""709[¬e]""']",709,,NA,NA,,NA,NA,,"['Page 23:\n[¬s]""100.86[¬e]""']",100.86,,"['Page 23:\n[¬s]""14.35[¬e]""']",14.35,,NA,NA,,NA,NA,,NA,NA,,"['Page 23:\n[¬s]""1,013[¬e]""']",1013,,NA,NA,,NA,NA,,"['Page 23:\n[¬s]""101.17[¬e]""']",101.17,,"['Page 23:\n[¬s]""15.23[¬e]""']",15.23,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,Only the post test data is available.,
37092595,Rosenthal (2006),2006,['Feedback'],NA,['Yes'],NA,NA,,"['Page 37:\n[¬s]""multiple feedback group = 14 students[¬e]""']",14,,"['Page 107:\n[¬s]""107.3[¬e]""']",107.3,,"['Page 107:\n[¬s]""14.1[¬e]""']",14.1,,"['Page 107:\n[¬s]""109.2[¬e]""']",109.2,,"['Page 107:\n[¬s]""16.2[¬e]""']",16.2,,NA,NA,,NA,NA,,NA,NA,,NA,10,,"['Page 107:\n[¬s]"" 101.8[¬e]""']",101.8,,"['Page 107:\n[¬s]""11.3[¬e]""']",11.3,,"['Page 107:\n[¬s]""103.4[¬e]""']",103.4,,"['Page 107:\n[¬s]""11.5[¬e]""']",11.5,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
40294951,Roussey (1992) FB,1992,"['Feedback', 'Collaborative learning']",NA,['Yes'],NA,"This study does not provide standard deviations, consequently  means have not been coded ",,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
37092719,Rust (1977),1977,['Feedback'],NA,['Yes'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,"['Page 3:\n[¬s]""16.03 16.91[¬e]""']",16.483,,"['Page 3:\n[¬s]""6.44 7.71[¬e]""']",7.026,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,"['Page 3:\n[¬s]""16.39 10.49[¬e]""']",13.35,,"['Page 3:\n[¬s]""6.16 6.42[¬e]""']",6.88,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
41661278,Sarkis (2004),2004,"['Individualised instruction', 'Feedback']",NA,['Yes'],NA,NA,,NA,1830,,NA,NA,,NA,NA,,"['Page 9:\n[¬s]""Students\ncompleting Cognitive Tutor scored significantly higher (279.1)[¬e]""']",279.1,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,2819,,NA,NA,,NA,NA,,"['Page 9:\n[¬s]""students completing\nconventional Algebra I (274.7).[¬e]""']",274.7,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
47516142,Schaffer (1986),1986,['Feedback'],NA,['Yes'],"['Page 4:\n[¬s]""TABLE 1[¬e]""']",video plus questions inferred 98 / 4 conditions = 24,,"['Page 2:\n[¬s]""The subjects were 98 ninth-through-twelfth[¬e]""']",24,,NA,NA,,NA,NA,,"['Page 4:\n[¬s]""14.13[¬e]""']",14.13,,"['Page 4:\n[¬s]""(4.56)[¬e]""']",4.56,,NA,NA,,NA,NA,,NA,NA,,"['Page 2:\n[¬s]""The subjects were 98 ninth-through-twelft[¬e]""']",24,,NA,NA,,NA,NA,,"['Page 4:\n[¬s]""14.04[¬e]""']",14.04,,"['Page 4:\n[¬s]""(4.11 )[¬e]""']",4.11,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
37092597,Schunk (1993),1993,['Feedback'],NA,['Yes'],NA,Descriptive Statistics for Skills Outcomes,,NA,11,,"['Page 5:\n[¬s]""9.3[¬e]""']",9.3,,"['Page 5:\n[¬s]""(1.1)[¬e]""']",1.1,,"['Page 5:\n[¬s]""13.3[¬e]""']",13.3,,"['Page 5:\n[¬s]""(1.2)[¬e]""']",1.2,,NA,NA,,NA,NA,,NA,NA,,NA,11,,"['Page 5:\n[¬s]""9.2[¬e]""']",9.2,,"['Page 5:\n[¬s]""(1.7)[¬e]""']",1.7,,"['Page 5:\n[¬s]""11.9[¬e]""']",11.9,,"['Page 5:\n[¬s]""(1.5)[¬e]""']",1.5,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
37092598,Schunk (1993) 1_1,1993,['Feedback'],NA,['Yes'],NA,NA,,"['Page 5:\n[¬s]""one of four n = 15 experimental conditions:[¬e]""']",15,,"['Page 7:\n[¬s]""7.7[¬e]""']",7.7,,"['Page 7:\n[¬s]""(1.5)[¬e]""']",1.5,,"['Page 7:\n[¬s]""8.7[¬e]""']",8.7,,"['Page 7:\n[¬s]""(1.3)[¬e]""']",1.3,,NA,NA,,NA,NA,,NA,NA,,"['Page 5:\n[¬s]""one of four n = 15 experimental conditions[¬e]""']",15,,NA,7.4,,NA,1.7,,NA,7.4,,NA,1.2,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['Yes'],NA,NA,
43090192,Schunk (1993) 1_2,1993,['Feedback'],NA,['Yes'],NA,NA,,NA,15,,"['Page 12:\n[¬s]""7.4[¬e]""']",7.4,,"['Page 12:\n[¬s]""(0.6)[¬e]""']",.6,,"['Page 12:\n[¬s]""7.8[¬e]""']",7.8,,"['Page 12:\n[¬s]""(0.4)[¬e]""']",.4,,NA,NA,,NA,NA,,NA,NA,,NA,10,,"['Page 12:\n[¬s]""7.2[¬e]""']",7.2,,"['Page 12:\n[¬s]""(1.6)[¬e]""']",1.6,,"['Page 12:\n[¬s]""6.1[¬e]""']",6.1,,"['Page 12:\n[¬s]""(0.9)[¬e]""']",.9,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['Yes'],NA,NA,
38296677,Siddiqui (2014),2014,['Feedback'],NA,['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
37092727,Sonnenschein (1986),1986,['Feedback'],NA,['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
38296682,Speckesser (2018),2018,['Feedback'],NA,['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
46887926,Story (1986),1986,['Feedback'],NA,['No'],NA,No details are provided of SDs,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
37092790,Swanson (1977),1977,['Feedback'],NA,['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
37061134,Tait (1973) 1_1,1973,['Feedback'],NA,['Yes'],NA,NA,,"['Page 4:\n[¬s]""The experiment was run in six shifts of from eight to 10 children. Approxi\xad mately equal numbers of children from within each shift received each of the three conditions.[¬e]""']",17,,"['Page 4:\n[¬s]""37[¬e]""']",37,,NA,NA,,"['Page 4:\n[¬s]""59[¬e]""']",59,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,"['Page 4:\n[¬s]""The experiment was run in six shifts of from eight to 10 children. Approxi\xad mately equal numbers of children from within each shift received each of the three conditions.[¬e]""']",17,,"['Page 4:\n[¬s]""28[¬e]""']",28,,NA,NA,,"['Page 4:\n[¬s]""•43[¬e]""']",43,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,"['Page 4:\n[¬s]""The experiment was run in six shifts of from eight to 10 children. Approxi\xad mately equal numbers of children from within each shift received each of the three conditions.[¬e]""']",17,,"['Page 4:\n[¬s]""•38[¬e]""']",38,,NA,NA,,"['Page 4:\n[¬s]""43[¬e]""']",59,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
40294957,Tait (1973) 1_2,1973,['Feedback'],NA,['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
45336793,Tenenbaum (1982) FB 1_1,1982,['Feedback'],NA,['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
45336794,Tenenbaum (1982) FB 1_2,1982,['Feedback'],NA,['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
40294958,Tenenbaum (1986) FB,1986,['Feedback'],NA,['Yes'],NA,Combined scores of 6th and 9th grade calculated with CG spreadsheet and uploaded to Slack. Original scores for Conventional Control Group could not be highlighted. For 6th Grade they are M=63.17 and SD=14.70 and for 9th Grade they are M=58.71 and SD=15.15.,,"['Page 8:\n[¬s]""Enhanced CPR + FB/C""\n""(n = 30)""\n""Enhanced CPR + FB/C""\n""( n = 29)[¬e]""']",59,,NA,NA,,NA,NA,,"['Page 8:\n[¬s]"" 88.27""\n""85.28[¬e]""']",86.800,,"['Page 8:\n[¬s]"" 9.86""\n"" 11.72.[¬e]""']",10.826,,NA,NA,,NA,NA,,NA,NA,,"['Page 8:\n[¬s]""Conventional""\n""(n = 30)""\n""Conventional""\n""(n = 31)[¬e]""']",61,,NA,NA,,NA,NA,,NA,60.903,,NA,14.975,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
46888106,Tobias (1976),1976,['Feedback'],NA,['Yes'],NA,NA,,NA,52,,"['Page 3:\n[¬s]""7.3[¬e]""']",7.3,,"['Page 3:\n[¬s]""7.9[¬e]""']",7.9,,"['Page 3:\n[¬s]""16.1[¬e]""']",16.1,,"['Page 3:\n[¬s]""7.9[¬e]""']",7.9,,NA,NA,,NA,NA,,NA,NA,,NA,52,,"['Page 3:\n[¬s]""6.4[¬e]""']",6.4,,"['Page 3:\n[¬s]""7.0[¬e]""']",7,,"['Page 3:\n[¬s]""14.4[¬e]""']",14.4,,"['Page 3:\n[¬s]""13.5[¬e]""']",13.5,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
37061135,Tobias (1984),1984,['Feedback'],NA,['No'],NA,"too bad quality to try and extract NOTE-AK  the quality is so bad that it was difficult to extract exact numbers. for variables such as sample per treatment/control, etc i have taken approximaatoins, eg. of a total of '120 or so students' i divided by 3 treatments to get n=40 per treatment",,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
37092612,Tomita (2008),2008,['Feedback'],NA,['Yes'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
37092613,Tuominen (2008),2008,['Feedback'],NA,['Yes'],NA,NA,,"['Page 92:\n[¬s]""387[¬e]""']",387,,"['Page 92:\n[¬s]""17.27*[¬e]""']",17.27,,"['Page 92:\n[¬s]""4.99[¬e]""']",4.99,,"['Page 95:\n[¬s]""25.63[¬e]""']",25.63,,NA,NA,,"['Page 95:\n[¬s]""8.37[¬e]""']",8.37,,NA,NA,,NA,NA,,"['Page 92:\n[¬s]""248[¬e]""']",248,,"['Page 92:\n[¬s]""17.09[¬e]""']",17.09,,"['Page 92:\n[¬s]""4.69[¬e]""']",4.69,,"['Page 95:\n[¬s]""25.04[¬e]""']",25.04 ,,NA,NA,,"['Page 95:\n[¬s]""7.99[¬e]""']",7.99,,NA,NA,,NA,NA,,"['Page 92:\n[¬s]""208[¬e]""']",208,,"['Page 92:\n[¬s]""17.42[¬e]""']",17.42,,"['Page 92:\n[¬s]""5.46[¬e]""']",5.46,,"['Page 95:\n[¬s]""25.40[¬e]""']",25.40,,NA,NA,,"['Page 95:\n[¬s]""7.99[¬e]""']",7.99,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
40294962,Van Oudenhoven (1987) FB,1987,['Feedback'],NA,['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
37092614,VanEvera (2003),2003,['Feedback'],NA,['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
37092599,Vellella (1996),1996,['Feedback'],NA,['Yes'],NA,NA,,NA,41,,NA,NA,,NA,NA,,"['Page 41:\n[¬s]""96[¬e]""']",96,,"['Page 41:\n[¬s]""(9)[¬e]""']",9,,NA,NA,,NA,NA,,NA,NA,,NA,36,,NA,NA,,NA,NA,,"['Page 41:\n[¬s]""96[¬e]""']",96,,"['Page 41:\n[¬s]""(8)[¬e]""']",8,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
46888305,Vidal-Abarca (2014),2014,['Feedback'],NA,['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
37092600,Wade-Stein (2004),2004,['Feedback'],NA,['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
37092796,Wentling (1973),1973,['Feedback'],NA,['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['Yes'],NA,NA,
38296697,Wiggins (2017),2017,"['Feedback', 'Digital technology']",NA,['No'],NA,Maths Intervention 49 schools 1336 pupils - cohort a 1441 pupils - cohort b  Control 45 schools 1501 pupils - cohort a 1686 pupils - cohort b  Reading Intervention 49 schools 1334 pupils - cohort a 1386 pupils - cohort b  Control 45 schools 1495 pupils - cohort a 1627 pupils - cohort b,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
46888306,Wijekumar (2013),2013,['Feedback'],NA,['Yes'],NA,NA,,NA,244,,"['Page 10:\n[¬s]""21.94[¬e]""']",21.94,,"['Page 10:\n[¬s]""10.59[¬e]""']",10.59,,"['Page 10:\n[¬s]""29.58[¬e]""']",29.58,,"['Page 10:\n[¬s]""11.97[¬e]""']",11.97,,NA,NA,,NA,NA,,NA,NA,,NA,223,,"['Page 10:\n[¬s]""22.30[¬e]""']",22.30,,"['Page 10:\n[¬s]""10.71[¬e]""']",10.71,,"['Page 10:\n[¬s]""25.52[¬e]""']",25.52,,"['Page 10:\n[¬s]""10.90[¬e]""']",10.90,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
46888307,Wijekumar (2014),2014,['Feedback'],NA,['Yes'],NA,NA,,NA,1351,,"['Page 18:\n[¬s]""28.04[¬e]""']",28.04,,"['Page 18:\n[¬s]""11.45[¬e]""']",11.45,,"['Page 18:\n[¬s]""35.43[¬e]""']",35.43,,"['Page 18:\n[¬s]""11.13[¬e]""']",11.13,,NA,NA,,NA,NA,,NA,NA,,NA,1294,,"['Page 18:\n[¬s]""27.29[¬e]""']",27.29,,"['Page 18:\n[¬s]""11.44[¬e]""']",11.44,,"['Page 18:\n[¬s]""32.84[¬e]""']",32.84,,"['Page 18:\n[¬s]""12.21[¬e]""']",12.21,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
