id,pub_author,pub_year,pub_type_raw,strand_raw,out_out_type_tool,smd_tool,se_tool,out_es_type,out_tit,out_comp,out_samp,out_measure,out_test_type_raw,out_out_type_red,smd_red,se_red,out_out_type_wri,smd_wri,se_wri,out_out_type_math,smd_math,se_math,out_out_type_sci,smd_sci,se_sci,out_out_type_fsm,smd_fsm,se_fsm,sample_analysed_info,school_total_info,class_total_info,int_setting_raw,part_age_raw,fsm_50,fsm_perc_info,loc_country_raw,int_desig_raw,int_approach_raw,int_training_raw,digit_tech_raw,parent_partic_raw,int_when_raw,int_who_raw,int_dur_info,int_freq_info,int_leng_info,out_strand,ii_approach,ii_elements_included,ii_programmes_mentioned
41661374,Przekop (1969),1969,['Dissertation or thesis'],['Individualised instruction'],"['Toolkit primary outcome', 'Science primary outcome']",0.2711,0.26,NA,Achievement Test Score (Biology),With business as usual,NA,Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",0.2711,0.26,NA,NA,NA,154,1,7,['Secondary/High school'],"['14', '15']",NA,NA,['USA'],['Individual RCT'],['Student alone (self-administered)'],['Yes (Please specify)'],['Yes'],['No'],['During regular school hours '],"['Class teachers', 'Digital technology']",3,4,40,NA,"['Individual work', 'Individual pace']","['Digital technology', 'Self-checking/ self-marking']",NA
49769697,Puntambekar (2003),2003,['Dissertation or thesis'],['Individualised instruction'],"['Toolkit primary outcome', 'Science primary outcome']",0.5597,0.3406,['Post-test unadjusted (select one from this group)'],Science Knowledge Test (Essay),With business as usual,['Sample: All'],Science,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",0.5597,0.3406,NA,NA,NA,36,1,2,['Middle school'],"['12', '13']",NA,NA,['USA'],['Prospective QED'],['Student alone (self-administered)'],['No'],['Yes'],['No'],['During regular school hours '],['Digital technology'],4 ,0.75,45,['Toolkit: Individualised instruction'],['Individual work'],"['Collaboration', 'Digital technology', 'Pre-testing of content']",['Computer-assisted instruction']
41661167,Putbrese (1971),1971,['Dissertation or thesis'],['Individualised instruction'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.5101,0.2627,['Post-test unadjusted (select one from this group)'],IOWA Test of Basic Skills (Individualized vs Whole Group),With business as usual,['Sample: All'],Mathematics,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.5101,0.2627,NA,NA,NA,NA,NA,NA,60,1,NA,['Primary/elementary school'],"['9', '10']",NA,NA,['USA'],['Individual RCT'],['Student alone (self-administered)'],['Unclear/ Not specified'],['No'],['No'],['During regular school hours '],['Class teachers'],36,5,60,['Toolkit: Individualised instruction'],"['Individual feedback', 'Individual pace', 'Individual work']",['Self-checking/ self-marking'],NA
41661234,Radwan (1997),1997,['Dissertation or thesis'],['Individualised instruction'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.2909,0.278,NA,Maths Scores Overall posttest adjusted for IQ (table 4.9),,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.2909,0.278,NA,NA,NA,NA,NA,NA,52,2,NA,['Primary/elementary school'],"['9', '10', '11']",NA,NA,['USA'],['Individual RCT'],['One to one'],['Unclear/ Not specified'],['Yes'],['No'],['During regular school hours '],"['Research staff', 'Class teachers', 'Digital technology', 'Unclear/not specified']",4 ,5,40 ,NA,"['Individual work', 'Individual pace', 'Individual feedback']","['Digital technology', 'Pre-testing of content']","['Computer-assisted instruction', 'Intelligent tutoring']"
41661376,Reed (1974),1974,['Dissertation or thesis'],['Individualised instruction'],"['Toolkit primary outcome', 'Science primary outcome']",0.7414,0.1194,NA,Stanford Achievement Test  Science,With business as usual,NA,Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",0.7414,0.1194,NA,NA,NA,300,2,12,['Secondary/High school'],"['14', '15']",NA,NA,['USA'],['Prospective QED'],['Other (Explain in notes)'],['Unclear/ Not specified'],['No'],['No'],['During regular school hours '],['Class teachers'],12,5,60,NA,"['Individual work', 'Individual pace']","['Pre-testing of content', 'Testing for mastery']",NA
41661013,Ritter (1975),1975,['Dissertation or thesis'],['Individualised instruction'],"['Toolkit primary outcome', 'Science primary outcome']",-0.2535,0.2335,['Post-test unadjusted (select one from this group)'],BSCS Final Form K (Post test),With business as usual,['Sample: All'],Science,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",-0.2535,0.2335,NA,NA,NA,74,1,4,['Secondary/High school'],"['15', '16']",NA,NA,['USA'],['Individual RCT'],"['Student alone (self-administered)', 'Small group/intensive support (3-5)', 'One to one']",['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],30,5,51,['Toolkit: Individualised instruction'],"['Individual work', 'Individual pace', 'Individual feedback']",NA,NA
41661237,Ritter (2007),2007,['Conference paper'],['Individualised instruction'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.2907,0.1285,['Post-test unadjusted (select one from this group)'],ETS Algebra I exam (ETS Scaled Scores),With business as usual,['Sample: All'],Mathematics,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.2907,0.1285,NA,NA,NA,NA,NA,NA,343,3,16,['Secondary/High school'],"['14', '15']",NA,NA,['USA'],['Individual RCT'],"['Student alone (self-administered)', 'Large group/class teaching (+6)']",['Yes (Please specify)'],['Yes'],['No'],['During regular school hours '],['Class teachers'],36,2,45,['Toolkit: Individualised instruction'],['Individual pace'],"['Digital technology', 'Pre-testing of content', 'Testing for mastery']",['Intelligent tutoring']
41661118,Roebuck (1970),1970,['Journal article'],['Individualised instruction'],"['Toolkit primary outcome', 'Science primary outcome']",0.7303,0.2868,['Post-test unadjusted (select one from this group)'],Physics Achievement ,With business as usual,['Sample: All'],Science,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",0.7303,0.2868,NA,NA,NA,53,1,2,['Secondary/High school'],"['14', '15']",NA,NA,['Nigeria'],['Prospective QED'],['Other (Explain in notes)'],['No'],['No'],['No'],['During regular school hours '],['Class teachers'],3,Frequency of intervention = not specified,Length of intervention sessions = Not specified,['Toolkit: Individualised instruction'],['Individual pace'],['Pre-testing of content'],['Programmed instruction']
41661278,Sarkis (2004),2004,['Technical report'],"['Individualised instruction', 'Feedback']","['Toolkit primary outcome', 'Mathematics primary outcome']",0.0988,0.03,['Post-test unadjusted (select one from this group)'],Florida Comprehensive Assessment Test,With business as usual,['Sample: All'],Mathematics,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.0988,0.03,NA,NA,NA,NA,NA,NA,4649,10,NA,['Secondary/High school'],"['14', '15']",FALSE,8.0,['USA'],['Prospective QED'],['Student alone (self-administered)'],['Unclear/ Not specified'],['Yes'],['No'],['During regular school hours '],['Class teachers'],38,1.5,45,['Toolkit: Individualised instruction'],"['Individual pace', 'Individual work', 'Individual feedback']",['Digital technology'],['Intelligent tutoring']
41661087,Scarpino (1971),1971,['Dissertation or thesis'],['Individualised instruction'],"['Toolkit primary outcome', 'Science primary outcome']",0.072,0.2496,['Post-test adjusted for baseline attainment'],Anderson fisk posttest f ratio adjusted,With business as usual,['Sample: All'],Science,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",0.072,0.2496,NA,NA,NA,68,1,3,['Secondary/High school'],"['16', '17']",NA,NA,['USA'],['Cluster RCT'],['Student alone (self-administered)'],['No'],['No'],['No'],['During regular school hours '],['Unclear/not specified'],8 ,8 ,45,['Toolkit: Individualised instruction'],"['Individual work', 'Individual pace']",NA,NA
41661088,Schaefer (1972),1972,['Dissertation or thesis'],['Individualised instruction'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.0,0.1151,['Post-test unadjusted (select one from this group)'],IOWA Test of Basic Skills (Mathematical Concepts),With business as usual,['Sample: All'],Mathematics,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.0,0.1151,NA,NA,NA,NA,NA,NA,311 ,2,4,['Middle school'],"['12', '13', '14']",NA,NA,['USA'],['Prospective QED'],"['Student alone (self-administered)', 'Large group/class teaching (+6)']",['Unclear/ Not specified'],['No'],['No'],['During regular school hours '],['Class teachers'],Not specified,Not specified,Not specified,['Toolkit: Individualised instruction'],"['Individual work', 'Individual pace']",['Pre-testing of content'],NA
41661089,Shavelson (1970),1970,['Journal article'],['Individualised instruction'],"['Toolkit primary outcome', 'Science primary outcome']",0.5545,0.2942,['Post-test unadjusted (select one from this group)'],Science-Indiv. Instruction,With business as usual,['Sample: All'],Science,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",0.5545,0.2942,NA,NA,NA,96 ,1,4,['Secondary/High school'],['No information provided'],NA,NA,['USA'],"['Individual RCT', 'Prospective QED']","['Student alone (self-administered)', 'Large group/class teaching (+6)']",['Unclear/ Not specified'],['No'],['No'],['During regular school hours '],"['Class teachers', 'Unclear/not specified']",2,Not specified,Not specified,['Toolkit: Individualised instruction'],"['Individual pace', 'Individual work']","['Collaboration', 'Digital technology']",['Audio-tutorial instruction']
41661381,Shinfeld (1973),1973,['Dissertation or thesis'],['Individualised instruction'],"['Toolkit primary outcome', 'Science primary outcome']",-0.6734,0.1954,NA,ACS Post test,With business as usual,NA,Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",-0.6734,0.1954,NA,NA,NA,111,1,4,['Secondary/High school'],"['15', '16', '17', '18']",NA,NA,['USA'],['Cluster RCT'],"['Student alone (self-administered)', 'Small group/intensive support (3-5)']",['No'],['No'],['No'],['During regular school hours '],['Class teachers'],36,5,60,NA,"['Individual work', 'Individual pace']","['Collaboration', 'Testing for mastery']",['Programmed instruction']
41661170,Shumaker (1973),1973,['Dissertation or thesis'],['Individualised instruction'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.0375,0.1907,['Post-test unadjusted (select one from this group)'],Stanford Achievement Test (Computation subtest),With business as usual,['Sample: All'],Mathematics,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.0375,0.1907,NA,NA,NA,NA,NA,NA,114,1,NA,['Middle school'],"['11', '12']",NA,NA,['USA'],['Prospective QED'],"['Student alone (self-administered)', 'One to one', 'Large group/class teaching (+6)']",['Unclear/ Not specified'],['No'],['No'],['During regular school hours '],"['Class teachers', 'Teaching assistants']",4,Not Specified,Not specified,['Toolkit: Individualised instruction'],"['Individual pace', 'Individual work', 'Individual feedback']","['Pre-testing of content', 'Testing for mastery']","['Mastery learning', 'Individually Prescribed Instruction (IPI)', 'Program for Learning in Accordance with Needs (PLAN)']"
41661382,Siddiqi (1973),1973,['Dissertation or thesis'],['Individualised instruction'],"['Toolkit primary outcome', 'Science primary outcome']",0.6538,0.161,['Post-test adjusted for baseline attainment'],Educ.Service physics tests - Indiv.Instr.,With business as usual,['Sample: All'],Science,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",0.6538,0.161,NA,NA,NA,171,6,8,['Secondary/High school'],"['17', '18']",NA,NA,['USA'],['Prospective QED'],['Student alone (self-administered)'],['No'],['No'],['No'],['During regular school hours '],['Class teachers'],25,5,60,['Toolkit: Individualised instruction'],['Individual pace'],['Testing for mastery'],['Programmed instruction']
41661383,Simmons (1971),1971,['Journal article'],['Individualised instruction'],"['Toolkit primary outcome', 'Science primary outcome']",-0.6899,0.2579,['Post-test adjusted for baseline attainment'],Biology - Indiv. Instr  Group I,With business as usual,['Sample: Exceptional'],Science,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",-0.6899,0.2579,NA,NA,NA,94,1,NA,['Secondary/High school'],"['14', '15']",NA,NA,['USA'],['Individual RCT'],['Student alone (self-administered)'],['Unclear/ Not specified'],['No'],['No'],['During regular school hours '],['Unclear/not specified'],36,Not specified,Not specified.,['Toolkit: Individualised instruction'],"['Individual work', 'Individual pace']",NA,NA
41661090,Sinks (1968),1968,['Dissertation or thesis'],['Individualised instruction'],"['Toolkit primary outcome', 'Mathematics primary outcome']",1.0739,0.205,NA,Maths STEP f ratio intervention v control table 13,With business as usual,NA,Mathematics,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",1.0739,0.205,NA,NA,NA,NA,NA,NA,108 ,1,4,['Middle school'],"['12', '13']",NA,NA,['USA'],['Individual RCT'],['Student alone (self-administered)'],['No'],['No'],['No'],['During regular school hours '],"['Class teachers', 'Unclear/not specified']",36,not stated,not stated,NA,"['Individual work', 'Individual pace', 'Individual feedback']","['Pre-testing of content', 'Self-checking/ self-marking']",NA
41661384,Slattery (1974),1974,['Dissertation or thesis'],['Individualised instruction'],"['Toolkit primary outcome', 'Science primary outcome']",-0.15,0.1893,['Post-test unadjusted (select one from this group)'],Biology Regent Exams (Individualized 1970-71 vs Traditional),With business as usual,['Sample: All'],Science,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",-0.15,0.1893,NA,NA,NA,106,1,NA,['Secondary/High school'],"['15', '16', '17', 'No information provided', '18']",NA,NA,['USA'],['Individual RCT'],['Student alone (self-administered)'],['No'],['No'],['No'],['During regular school hours '],['Class teachers'],36,Not specified,Not specified,['Toolkit: Individualised instruction'],['Individual work'],NA,NA
43099518,Slavin (1983),1983,['Technical report'],"['Collaborative learning', 'Individualised instruction']","['Toolkit primary outcome', 'Mathematics primary outcome']",0.2,0.0424,['Post-test adjusted for baseline attainment'],Overall ES - both CTBS outcomes,With business as usual,['Sample: All'],Mathematics,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.2,0.0424,NA,NA,NA,NA,NA,NA,1317 ,NA,61,['Primary/elementary school'],"['8', '9', '10', '11']",NA,NA,['USA'],['Prospective QED'],['Small group/intensive support (3-5)'],['Unclear/ Not specified'],['No'],['No'],['During regular school hours '],['Unclear/not specified'],24,NA,NA,['Toolkit: Individualised instruction'],"['Individual work', 'Individual feedback']","['Peer feedback', 'Testing for mastery']",['Mastery learning']
40134840,Slavin (1984) 1_1,1984,['Technical report'],"['Behaviour interventions', 'Individualised instruction']","['Toolkit primary outcome', 'Mathematics primary outcome']",0.1947,0.1186,['Post-test unadjusted (select one from this group)'],CTBS  Maths - Behav. Interv.,With business as usual,['Sample: All'],Mathematics,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.1947,0.1186,NA,NA,NA,NA,NA,NA,504,4,12,['Primary/elementary school'],"['8', '9', '10', '11']",NA,NA,['USA'],['Cluster RCT'],"['Student alone (self-administered)', 'Small group/intensive support (3-5)', 'Paired learning', 'Large group/class teaching (+6)']",['Unclear/ Not specified'],['No'],['No'],['During regular school hours '],"['Class teachers', 'Peers', 'Unclear/not specified']",10,5,50,['Toolkit: Behaviour interventions'],"['Individual work', 'Individual pace', 'Individual feedback']","['Collaboration', 'Peer feedback', 'Testing for mastery']",['Mastery learning']
45336783,Slavin (1984) 1_2,1984,['Technical report'],"['Behaviour interventions', 'Individualised instruction']","['Toolkit primary outcome', 'Mathematics primary outcome']",0.25,0.12,['Post-test adjusted for baseline attainment'],CTBS Achievement (F test),With business as usual,['Sample: All'],Mathematics,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.25,0.12,NA,NA,NA,NA,NA,NA,375,4,16,['Primary/elementary school'],"['9', '10', '11', '12']",NA,NA,['USA'],['Cluster RCT'],"['Student alone (self-administered)', 'Small group/intensive support (3-5)', 'One to one', 'Paired learning']",['No'],['No'],['No'],['During regular school hours '],"['Class teachers', 'Peers']",10,5,50,['Toolkit: Behaviour interventions'],"['Individual work', 'Individual pace', 'Individual feedback']","['Collaboration', 'Peer feedback', 'Testing for mastery']",['Mastery learning']
47269869,Slavin (1984) II,1984,['Journal article'],['Individualised instruction'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.28,0.165,['Post-test adjusted for baseline attainment'],Comprehensive Test of Basic Skills in Math,With business as usual,"['Sample: Low achievers', 'Sample: All']",Mathematics,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.28,0.165,NA,NA,NA,NA,NA,NA,504,4,12,['Primary/elementary school'],"['8', '9', '10', '11']",NA,NA,['USA'],['Cluster RCT'],"['Small group/intensive support (3-5)', 'Paired learning']",['Unclear/ Not specified'],['No'],['No'],['During regular school hours '],"['Class teachers', 'Peers']",8 ,5,15,['Toolkit: Individualised instruction'],"['Individual work', 'Individual pace', 'Individual feedback']","['Collaboration', 'Peer feedback', 'Pre-testing of content', 'Testing for mastery', 'Self-checking/ self-marking']",['Mastery learning']
47269870,Slavin (1985) II,1985,['Journal article'],['Individualised instruction'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.669,0.1393,['Post-test adjusted for baseline attainment'],Comprehensive Test of Basic Skills in Math,With business as usual,['Sample: All'],Mathematics,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.669,0.1393,NA,NA,NA,NA,NA,NA,480,NA,22,['Primary/elementary school'],"['8', '9', '10', '11']",NA,NA,['USA'],['Cluster RCT'],"['Small group/intensive support (3-5)', 'Large group/class teaching (+6)']",['Yes (Please specify)'],['No'],['No'],['During regular school hours '],"['Class teachers', 'Peers']",16 ,3 ,60,['Toolkit: Individualised instruction'],"['Individual work', 'Individual pace']","['Collaboration', 'Peer feedback', 'Testing for mastery']",['Mastery learning']
47269871,Smith (1974) II,1974,['Dissertation or thesis'],['Individualised instruction'],"['Toolkit primary outcome', 'Reading primary outcome']",0.3293,0.1456,['Post-test unadjusted (select one from this group)'],ITED Language Arts Test ,With business as usual,['Sample: All'],Literacy  reading other,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.3293,0.1456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330,1,12,['Secondary/High school'],"['16', '17']",NA,NA,['USA'],['Cluster RCT'],"['Student alone (self-administered)', 'One to one']",['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],6 ,5,60,['Toolkit: Individualised instruction'],"['Individual work', 'Individual pace', 'Individual feedback']","['Pre-testing of content', 'Self-checking/ self-marking']",['Mastery learning']
41661243,Smith (2001),2001,['Dissertation or thesis'],['Individualised instruction'],"['Toolkit primary outcome', 'Mathematics primary outcome']",-0.0674,0.0949,NA,Algebra I SOL Post test Score,With business as usual,NA,Mathematics,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",-0.0674,0.0949,NA,NA,NA,NA,NA,NA,445 ,6,NA,['Secondary/High school'],['No information provided'],NA,NA,['USA'],['Individual RCT'],['Student alone (self-administered)'],['Yes (Please specify)'],['Yes'],['No'],['During regular school hours '],['Unclear/not specified'],36,not specified,90,NA,"['Individual work', 'Individual pace']",['Digital technology'],['Computer-assisted instruction']
41661122,Spencer (1989),1989,['Journal article'],['Individualised instruction'],"['Toolkit primary outcome', 'Science primary outcome']",0.8395,0.132,['Post-test unadjusted (select one from this group)'],Chemistry Post test score,With business as usual,['Sample: All'],Science,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",0.8395,0.132,NA,NA,NA,250 ,3,NA,['Primary/elementary school'],"['9', '10']",NA,NA,['Nigeria'],['Multisite RCT'],['Student alone (self-administered)'],['Unclear/ Not specified'],['No'],['No'],['During regular school hours '],"['Research staff', 'Unclear/not specified']",Not specified,Not specified,40 ,['Toolkit: Individualised instruction'],"['Individual work', 'Individual pace']",NA,['Programmed instruction']
41661026,Staniskis (1977),1977,['Dissertation or thesis'],['Individualised instruction'],"['Toolkit primary outcome', 'Science primary outcome']",-0.5265,0.262,NA,Last Grade Received in Science,With business as usual,NA,Science,NA,['Reading primary outcome'],0.2059,0.2393,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",-0.5265,0.262,NA,NA,NA,91,1,7,"['Middle school', 'Secondary/High school']","['14', '15', '16', '17', '18']",NA,NA,['USA'],['Prospective QED'],"['Student alone (self-administered)', 'Small group/intensive support (3-5)']",['No'],['Yes'],['No'],['During regular school hours '],['Class teachers'],30,5,45,NA,"['Individual work', 'Individual pace']","['Digital technology', 'Testing for mastery']","['Individually Prescribed Instruction (IPI)', 'Mastery learning']"
41661244,Stankov (2008),2008,['Journal article'],['Individualised instruction'],['Toolkit primary outcome'],0.65,0.11,['Post-test unadjusted (select one from this group)'],Combined outcome,With business as usual,['Sample: All'],Curriculum  other,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380,NA,NA,"['Primary/elementary school', 'Secondary/High school', 'Further education/junior or community college']","['7', '8', '9', '10', '11', '12', '13', '14', '18']",NA,NA,['Croatia'],['Prospective QED'],['One to one'],['Unclear/ Not specified'],['Yes'],['No'],['During regular school hours '],['Digital technology'],1,1,60,['Toolkit: Individualised instruction'],"['Individual feedback', 'Individual work']","['Digital technology', 'Testing for mastery']",['Intelligent tutoring']
41661388,Summerlin (1971),1971,['Technical report'],['Individualised instruction'],"['Toolkit primary outcome', 'Science primary outcome']",-0.4396,0.1933,['Post-test unadjusted (select one from this group)'],Content Test,With business as usual,['Sample: All'],Science,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",-0.4396,0.1933,NA,NA,NA,110,1,NA,['Secondary/High school'],['No information provided'],NA,NA,['USA'],['Individual RCT'],['Student alone (self-administered)'],['No'],['Yes'],['No'],['During regular school hours '],['Digital technology'],2 ,5,60,['Toolkit: Individualised instruction'],"['Individual pace', 'Individual feedback', 'Individual work']",['Digital technology'],['Computer-assisted instruction']
41661029,Summerlin (1973),1973,['Journal article'],['Individualised instruction'],"['Toolkit primary outcome', 'Science primary outcome']",-0.4396,0.1933,NA,Post test Score,With business as usual,NA,Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",-0.4396,0.1933,NA,NA,NA,110,1,NA,['Secondary/High school'],NA,NA,NA,['USA'],['Individual RCT'],['Student alone (self-administered)'],['Unclear/ Not specified'],['Yes'],['No'],['During regular school hours '],['Class teachers'],2 ,5,60,NA,['Individual pace'],"['Digital technology', 'Testing for mastery', 'Self-checking/ self-marking']",['Computer-assisted instruction']
41661092,Sutton (1967),1967,['Technical report'],['Individualised instruction'],"['Toolkit primary outcome', 'Mathematics primary outcome']",-0.066,0.0623,['Pre-post gain'],Arithm. Found. - Indiv. Instruct,With business as usual,['Sample: All'],Mathematics,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",-0.066,0.0623,NA,NA,NA,NA,NA,NA,1723,20,66,['Secondary/High school'],"['12', '13']",NA,NA,['USA'],['Prospective QED'],['Student alone (self-administered)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],36,5 ,60,['Toolkit: Individualised instruction'],"['Individual work', 'Individual pace', 'Individual feedback']",['Testing for mastery'],['Mastery learning']
41661390,Swanson (1977),1977,['Conference paper'],['Individualised instruction'],"['Toolkit primary outcome', 'Science primary outcome']",0.0441,0.3334,['Post-test unadjusted (select one from this group)'],Chemistry test posttest keller v control,With business as usual,['Sample: All'],Science,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",0.0441,0.3334,NA,NA,NA,36,1,2,['Secondary/High school'],"['15', '16', '17', '18']",NA,NA,['USA'],['Individual RCT'],"['Large group/class teaching (+6)', 'One to one']",['No'],['No'],['No'],['During regular school hours '],"['Research staff', 'Class teachers']",16 ,5,45,['Toolkit: Individualised instruction'],"['Individual work', 'Individual feedback', 'Individual pace']",['Testing for mastery'],"['Personalized System of Instruction (Keller)', 'Mastery learning']"
41661172,Tack (1972),1972,['Dissertation or thesis'],['Individualised instruction'],"['Toolkit primary outcome', 'Reading primary outcome']",1.24,0.327,['Post-test unadjusted (select one from this group)'],Metropolitan Achievement Test (Grade two)- word knowledge,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",1.24,0.327,NA,NA,NA,['Mathematics primary outcome'],0.14,0.3,NA,NA,NA,NA,NA,NA,143 ,2,17,['Primary/elementary school'],"['7', '8', '9', '10']",NA,NA,['USA'],['Prospective QED'],['Large group/class teaching (+6)'],['Unclear/ Not specified'],['No'],['No'],['During regular school hours '],"['Class teachers', 'Teaching assistants', 'Other school staff']",36,5,180,['Toolkit: Individualised instruction'],"['Individual work', 'Individual pace']",['Pre-testing of content'],"['Programmed instruction', 'Audio-tutorial instruction']"
43099473,Tarim (2008),2008,['Journal article'],"['Collaborative learning', 'Individualised instruction']","['Toolkit primary outcome', 'Mathematics primary outcome']",1.0031,0.1619,NA,Mathematics Achievement Test (TAI vs Control),With business as usual,NA,Mathematics,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",1.0031,0.1619,NA,NA,NA,NA,NA,NA,248,1,7,['Primary/elementary school'],"['9', '10']",NA,NA,['Turkey'],['Cluster RCT'],"['Small group/intensive support (3-5)', 'Large group/class teaching (+6)']",['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],14,5,60,['Toolkit: Collaborative learning'],"['Individual work', 'Individual feedback']","['Peer feedback', 'Testing for mastery']",['Mastery learning']
41661094,Taylor (1972),1972,['Dissertation or thesis'],['Individualised instruction'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.3365,0.29,['Pre-post gain'],Achievement gain scores,With active control,['Sample: All'],Mathematics,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.3365,0.29,NA,NA,NA,NA,NA,NA,38,1,2,['Secondary/High school'],"['14', '17', '15', '16']",NA,NA,['USA'],['Cluster RCT'],"['Student alone (self-administered)', 'Small group/intensive support (3-5)']",['No'],['No'],['No'],['During regular school hours '],"['Class teachers', 'Peers']",18,10,50,['Toolkit: Individualised instruction'],"['Individual pace', 'Individual feedback']",['Testing for mastery'],NA
