id,pub_author,pub_year,pub_type_raw,out_strand,smd_tool,se_tool,out_tit,out_out_type_tool,out_samp,out_comp,out_es_type,out_measure,out_test_type_raw,out_out_type_red,smd_red,se_red,out_out_type_wri,smd_wri,se_wri,out_out_type_math,smd_math,se_math,out_out_type_sci,smd_sci,se_sci,out_out_type_fsm,smd_fsm,se_fsm,strand_raw,loc_country_raw,int_training_raw,int_approach_raw,digit_tech_raw,parent_partic_raw,int_when_raw,int_who_raw,int_dur_info,int_freq_info,int_leng_info,int_setting_raw,part_age_raw,school_total_info,class_total_info,int_desig_raw,sample_analysed_info,fsm_perc_info,school_target,eligibility,elig_targ_pop_info,means_tested,means_tested_thresh_info,recipient,month_avg_amount,month_avg_prim_recip,month_avg_prim_recip_info,prim_recip_dom_curr_type_info,month_avg_sec_recip,month_avg_sec_recip_info,sec_recip_dom_curr_type_info,transfer_limit,transf_lim_yes_max_per_fam_info,transf_lim_yes_max_ben_info,transfer_variation,transfer_regularity,transfer_regularity_info,time_limit,time_limit_info,primary_condition,addit_condition,health_cond_comp,health_conditions,monitoring,verification,min_attend_req,perc_attend_req,perc_attend_req_other_info,enforcement,enforcement_other_info,supply_incentive,savings_comp,savings_comp_yes_info,econ_out,econ_out_yes_info,prog_type
53901255,Oosterbeek (2008) 1_1,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['Ecuador'],['Unclear/ Not specified'],"['Large group/class teaching (+6)', 'Other (Explain in notes)']",['No'],['Yes'],['Unclear/ not specified'],['Unclear/not specified'],NA,NA,NA,['No information provided'],"['6', '7', '8', '9', '10', '11', '12', '13', '14', '15']",NA,NA,['Individual RCT'],3004,NA,['Primary and secondary'],['Household income'],NA,"['Yes', 'If means testing was conducted, what was the threshold? (details in info box)']","it depends on household assets and housing characteristics (television, car, telephone, electricity, water, etc.),",['Parent or head of household'],NA,['Transfer in US $ (numeric value only)'],15,NA,NA,NA,NA,"['Yes, maximum amount per family (details in info box)']","only $15 per family, not per child/number of children",NA,['None (flat transfer)'],['Monthly'],NA,['Not reported/Unclear'],NA,['No conditions'],['No additional conditions'],['No'],NA,['No monitoring'],['No verification'],['No'],NA,NA,['No enforcement'],NA,['Not reported/Unclear'],['Not reported/Unclear'],NA,['Not reported/Unclear'],NA,['Type 1 - Unconditional program with the aim to improve educational outcomes']
53901187,Ozler (2013) 1_1,2013,NA,NA,0.0448,0.0985,English literacy,"['Toolkit primary outcome', 'Reading primary outcome']",['Sample: All'],With business as usual,['Post-test adjusted for baseline attainment AND clustering'],Literacy  reading comprehension,['Test type: Researcher developed test'],"['Toolkit primary outcome', 'Reading primary outcome']",0.0448,0.0985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['Malawi'],['Unclear/ Not specified'],['Other (Explain in notes)'],['No'],['Yes'],['Unclear/ not specified'],"['Class teachers', 'Unclear/not specified']",10 months,NA,NA,['Secondary/High school'],"['13', '14', '15', '16', '17', '18']",NA,NA,['Cluster RCT'],2003,NA,['Secondary only'],['Targeted population (please provide details in info box)'],NA,['Not reported/Unclear'],NA,"['Other', 'Parent or head of household', 'Student (or student and parent/guardian)']",NA,"['Transfer in US $ (numeric value only)', 'Transfer in domestic currency (numeric value only)']","$10 is the average, amount varies according to randomisation in the experimental design  + school fees to school",kwacha,NA,NA,NA,['No limit'],NA,NA,['Other'],['Monthly'],NA,['Yes - time limited'],10 months for the experiment,['School attendance'],['No additional conditions'],['No'],NA,['School attendance'],['School attendance'],['Yes'],['80%'],NA,['Attendance at school'],NA,['Not reported/Unclear'],['Not reported/Unclear'],NA,['Not reported/Unclear'],NA,['Level 6 - Conditional transfers where school attendance conditions are monitored and enforced']
58043593,Ozler (2013) 1_2,2013,NA,NA,0.0388,0.0836,English literacy - UCT,"['Toolkit primary outcome', 'Reading primary outcome']",['Sample: All'],With business as usual,['Post-test adjusted for baseline attainment AND clustering'],Literacy  reading other,['Test type: Researcher developed test'],"['Toolkit primary outcome', 'Reading primary outcome']",0.0388,0.0836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['Malawi'],['Unclear/ Not specified'],['Other (Explain in notes)'],['No'],['Yes'],['Unclear/ not specified'],['Unclear/not specified'],10 months,NA,NA,['Secondary/High school'],"['13', '14', '15', '16', '17', '18']",NA,NA,['Cluster RCT'],"1,780",NA,['Secondary only'],['Targeted population (please provide details in info box)'],NA,['Not reported/Unclear'],NA,"['Parent or head of household', 'Student (or student and parent/guardian)', 'Other']",NA,['Transfer in US $ (numeric value only)'],10,NA,NA,NA,NA,['No limit'],NA,NA,['Other'],['Monthly'],NA,['Yes - time limited'],a tear as long as the exrpeiment,['No conditions'],['No additional conditions'],['No'],NA,['No monitoring'],['No verification'],['No'],NA,NA,['No enforcement'],NA,['Not reported/Unclear'],['Not reported/Unclear'],NA,['Not reported/Unclear'],NA,['Type 1 - Unconditional program with the aim to improve educational outcomes']
53901738,Perova (2012),2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['Peru'],['Unclear/ Not specified'],['Other (Explain in notes)'],['No'],['Yes'],['Unclear/ not specified'],NA,5 years,NA,NA,['Primary/elementary school'],"['6', '7', '8', '9', '10', '11', '12', '13', '14']",NA,NA,['Retrospective QED'],"17,473",NA,['Primary only'],"['Village/neighbourhood income', 'Household income']",NA,"['Yes', 'If means testing was conducted, what was the threshold? (details in info box)']",threshold not stated,['Not reported/Unclear'],NA,['Transfer in domestic currency (numeric value only)'],100,Peruvian Nuevos Soles,NA,NA,NA,['Not reported/Unclear'],NA,NA,['None (flat transfer)'],['Monthly'],NA,['No time limit'],NA,['School attendance'],['Not reported'],['Yes'],"['Student attendance at health check-ups', 'Health visits for pregnant and breastfeeding women']",NA,NA,['Yes'],['85%'],NA,NA,NA,NA,NA,NA,NA,NA,NA
53902044,Ponce (2010),2010,NA,NA,-0.0042,0.0397,Langauage,"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",['Sample: All'],With business as usual,['Post-test adjusted for baseline attainment'],Literacy  writing,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['Ecuador'],['Unclear/ Not specified'],['Other (Explain in notes)'],['No'],['Yes'],['Unclear/ not specified'],['Unclear/not specified'],1.5 years,NA,NA,['Primary/elementary school'],"['7', '8']",NA,NA,['Regression Continuity  - naturally occurring'],"2,588",50,['Primary and secondary'],['Household income'],NA,"['Yes', 'If means testing was conducted, what was the threshold? (details in info box)']","Selben identifies potential beneficiaries of social programs by classifying households according to an unmet basic needs index computed using non-linear principal components analysis.8 Families in quintiles 1 and 2, that is, families with a Selben score of less than 50.65 are eligible to participate in the program.","['Mother or female head of household', 'Not reported/Unclear']",NA,['Transfer in US $ (numeric value only)'],15,NA,NA,NA,NA,"['Yes, maximum number of beneficiaries (details in info box)']",NA,the previous program (from which the current one was reformatted) had up to 2 children,['None (flat transfer)'],['Monthly'],NA,['Not reported/Unclear'],NA,['School enrolment and attendance'],['Not reported'],['Yes'],"['Student attendance at health check-ups', 'Student immunizations up-to-date']",['School attendance'],['Not reported/Unclear'],['Yes'],['90%'],NA,['Not reported/Unclear'],NA,['Not reported/Unclear'],['No'],NA,['Not reported/Unclear'],NA,['Level 6 - Conditional transfers where school attendance conditions are monitored and enforced']
53901258,Raymond (2003),2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['Mexico'],['No'],['Other (Explain in notes)'],['No'],['Yes'],['Unclear/ not specified'],['Unclear/not specified'],n/a  - depending on child/family,NA,NA,['No information provided'],"['5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16']",NA,NA,['Retrospective QED'],"20,541",NA,['Primary and secondary'],['Household income'],NA,['No'],NA,['Mother or female head of household'],['Primary recipient'],"['Transfer in US $ (numeric value only)', 'Transfer in domestic currency (numeric value only)']",790,mexican pesos,NA,NA,NA,"['Yes, maximum amount per family (details in info box)']",NA,NA,"['Gender', 'Grade']",['Bi-monthly'],NA,['No time limit'],NA,['School attendance'],['No additional conditions'],['Not reported/Unclear'],NA,['Not reported/Unclear'],['Not reported/Unclear'],['Yes'],['85%'],NA,['Not reported/Unclear'],NA,['Not reported/Unclear'],['No'],NA,['No'],NA,['Level 6 - Conditional transfers where school attendance conditions are monitored and enforced']
53902189,Reynolds (2015),2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['Brazil'],['Unclear/ Not specified'],['Other (Explain in notes)'],['No'],['Yes'],['Unclear/ not specified'],['Unclear/not specified'],"possibly the intervention there from a young age, but for part of the sample of this study the intervention stopped for a year and then restarted at 17",NA,NA,['Secondary/High school'],"['15', '16', '17', '18']",NA,NA,NA,NA,NA,['Primary and secondary'],['Household income'],NA,"['Yes', 'If means testing was conducted, what was the threshold? (details in info box)']",NA,['Mother or female head of household'],NA,['Transfer in US $ (numeric value only)'],15,NA,NA,NA,NA,"['Yes, maximum amount per family (details in info box)', 'Yes, maximum number of beneficiaries (details in info box)']",NA,2,['Other'],['Monthly'],NA,['No time limit'],"other than the age of qualifying extended, it was time-limited, to 15 years of age, then extended, to 17",['School attendance'],['No additional conditions'],['Yes'],"['Health visits for pregnant and breastfeeding women', 'Student immunizations up-to-date']",['Not reported/Unclear'],['Not reported/Unclear'],['Yes'],['75%'],NA,['Attendance at school'],NA,NA,['No'],NA,['No'],NA,['Level 6 - Conditional transfers where school attendance conditions are monitored and enforced']
53901742,Robertson (2013) 1_1,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['Zimbabwe'],['Unclear/ Not specified'],['Other (Explain in notes)'],NA,NA,['Unclear/ not specified'],NA,12 months,NA,NA,['No information provided'],"['6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17']",NA,NA,['Multisite RCT'],3475,100,['Primary and secondary'],"['Household income', 'Other', 'Targeted population (please provide details in info box)']",NA,"['Yes', 'If means testing was conducted, what was the threshold? (details in info box)']",the exact threshold is not reported ,['Not reported/Unclear'],['Primary recipient'],['Transfer in US $ (numeric value only)'],22,NA,NA,NA,NA,"['Yes, maximum number of beneficiaries (details in info box)']",NA,"up to 3 children, therefore up to $30 per family",['None (flat transfer)'],['Bi-monthly'],NA,['Yes - time limited'],1 year,['No conditions'],['No additional conditions'],['No'],NA,['No monitoring'],['No verification'],['No'],NA,NA,['No enforcement'],NA,['Transfer unaccompanied by supply-side intervention'],['No'],NA,['No'],NA,['Type 1 - Unconditional program with the aim to improve educational outcomes']
58963873,"Robertson, (2013) 1_2",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['Zimbabwe'],['No'],['Other (Explain in notes)'],['No'],['Yes'],['Unclear/ not specified'],['Unclear/not specified'],13 months,NA,NA,['No information provided'],"['6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17']",NA,NA,['Multisite RCT'],"3,207",100,['Primary and secondary'],"['Household income', 'Targeted population (please provide details in info box)']",NA,"['Yes', 'If means testing was conducted, what was the threshold? (details in info box)']",the exact threshold is not reported,['Not reported/Unclear'],['Primary recipient'],['Transfer in US $ (numeric value only)'],22,NA,NA,NA,NA,"['Yes, maximum number of beneficiaries (details in info box)']",NA,"up to 3 children, therefore up to $30 per family",['None (flat transfer)'],['Bi-monthly'],NA,['Yes - time limited'],NA,['School attendance'],['Other'],['Yes'],"['Student immunizations up-to-date', 'Mothers attendance at health education workshops', 'Student attendance at health check-ups', 'Other (details in info box)']","['School attendance', 'Other (detail in info box)']",['School attendance'],['Yes'],['90%'],NA,"['Attendance at school', 'Other (details in info box)']",NA,['Transfer unaccompanied by supply-side intervention'],['No'],NA,['No'],NA,['Level 6 - Conditional transfers where school attendance conditions are monitored and enforced']
53902195,Sabates (2019),2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['Rwanda'],['No'],['Other (Explain in notes)'],['No'],['Yes'],['Unclear/ not specified'],['Unclear/not specified'],12 months,NA,NA,"['Primary/elementary school', 'Secondary/High school']","['7', '8', '9', '10', '11', '12', '13', '14', '15', '16']",NA,NA,['Prospective QED'],639,NA,['Primary and secondary'],"['Household income', 'Village/neighbourhood income']",NA,"['Yes', 'If means testing was conducted, what was the threshold? (details in info box)']","at least one adult member who was able to work, were landless or had small land holdings (less than 0.25 of a hectare), had no cattle, were not supported by other programmes, were not engaged in any income generating activity and did not have a technical or a vocational school diploma",['Parent or head of household'],['Not reported/Unclear'],NA,NA,NA,NA,NA,NA,['Not reported/Unclear'],NA,NA,['Not reported/Unclear'],['Monthly'],NA,['Yes - time limited'],12 months,['No conditions'],['No additional conditions'],['No'],NA,['No monitoring'],['No verification'],['No'],NA,NA,['No enforcement'],NA,['Transfer unaccompanied by supply-side intervention'],['Not reported/Unclear'],NA,['No'],NA,['Type 0 - Program is unconditional and not targeted at children e.g. pension transfer']
53902547,Sanchez (2020),2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['El Salvador'],['Unclear/ Not specified'],['Other (Explain in notes)'],['No'],['Yes'],['Unclear/ not specified'],['Unclear/not specified'],"5-6 years, depending on which year they are at school",NA,NA,['No information provided'],"['5', '6']",NA,NA,['Regression Continuity  - naturally occurring'],"3,103",NA,['Primary only'],['Village/neighbourhood income'],NA,['No'],NA,['Mother or female head of household'],['Secondary recipients (details in info box)'],['Transfer in US $ (numeric value only)'],15,NA,['Transfer in US $ (numeric value only)'],5,NA,"['Yes, maximum amount per family (details in info box)']",NA,NA,['Not reported/Unclear'],['Not reported/Unclear'],NA,['Yes - time limited'],"only in the sense that it was a closed enrollment programme and once children got in or failed to get in by the enrollment dates /. Otherwise, for some children the program could have run in all their infancy and primary school life",['School enrolment and attendance'],NA,['Yes'],"['Student immunizations up-to-date', 'Health visits for pregnant and breastfeeding women', 'Mothers attendance at health education workshops', 'Student attendance at health check-ups']","['School enrolment', 'School attendance']","['School enrolment', 'School attendance']",['Yes'],['85%'],NA,"['Attendance at school', 'Enrolment at school']",NA,"['Transfer unaccompanied by supply-side intervention', 'Transfer complemented by supply incentive to school (details in info box)']",['Not reported/Unclear'],NA,['Yes (details in info box)'],wealth increase,['Level 6 - Conditional transfers where school attendance conditions are monitored and enforced']
53902039,Santana (2008),2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['South Africa'],['No'],['Other (Explain in notes)'],['No'],['Yes'],['Other (please specify)'],['Class teachers'],5 years,not stated,NA,"['Primary/elementary school', 'Middle school', 'Secondary/High school']","['6', '7', '8', '9', '10', '11', '12', '13']",NA,NA,['Regression Discontinuity with randomisation'],8865,100,['Primary and secondary'],['Household income'],NA,"['Yes', 'If means testing was conducted, what was the threshold? (details in info box)']",rural US$180 urban US$131,['Parent or head of household'],['Primary recipient'],"['Transfer in US $ (numeric value only)', 'Transfer in domestic currency (numeric value only)']",100,rands,NA,NA,NA,['No limit'],NA,NA,['None (flat transfer)'],['Not reported/Unclear'],NA,['Yes - time limited'],from age 6 up to age 13,['No conditions'],['No additional conditions'],['No'],['Not reported/Unclear'],['Not reported/Unclear'],['Not reported/Unclear'],['Not reported/Unclear'],['Not reported/Unclear'],NA,['Not reported/Unclear'],NA,['Not reported/Unclear'],['Not reported/Unclear'],NA,['Not reported/Unclear'],NA,['Type 1 - Unconditional program with the aim to improve educational outcomes']
53901259,Schady (2008),2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['Ecuador'],['No'],['Other (Explain in notes)'],['No'],['Yes'],['Other (please specify)'],['Class teachers'],permanent since 2003,monthly,na continuous,"['Primary/elementary school', 'Secondary/High school']","['7', '8', '9', '10', '11', '12', '13', '14', '15', '16']",NA,NA,['Cluster RCT'],2875,100,['Primary and secondary'],['Targeted population (please provide details in info box)'],"those with low scores on index of household composition, education level, dwelling services",['No'],NA,['Mother or female head of household'],NA,"['Transfer in US $ (numeric value only)', 'Transfer in domestic currency (numeric value only)']",not provided,NA,NA,NA,NA,['No limit'],NA,NA,['None (flat transfer)'],['Monthly'],NA,['No time limit'],NA,['No conditions'],['No additional conditions'],['Not reported/Unclear'],['Not reported/Unclear'],['No monitoring'],['No verification'],['Not reported/Unclear'],['Not reported/Unclear'],NA,['No enforcement'],NA,['Not reported/Unclear'],['No'],NA,['Yes (details in info box)'],"student paid or unpaid employment, number of hours worked","['Type 2 - Labelled transfers where participants are explicitly told that they are for use for education, but without any conditions']"
53902046,Schaffland (2012),2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['Regression Discontinuity with randomisation'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53901260,Schultz (2004),2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['Cluster RCT'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53901261,Skoufias (2001),2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['Mexico'],['Unclear/ Not specified'],['Other (Explain in notes)'],['No'],['Yes'],['Unclear/ not specified'],['Unclear/not specified'],"2 years (the interventions started 1997, teis evaluation's data are 1999    ",NA,NA,"['Primary/elementary school', 'Secondary/High school']","['8', '9', '10', '11', '12', '13', '14', '15', '16', '17']",NA,NA,['Prospective QED'],"27,845",100,['Primary and secondary'],['Household income'],NA,"['Yes', 'If means testing was conducted, what was the threshold? (details in info box)']",not specified,['Mother or female head of household'],['Primary recipient'],"['Transfer in US $ (numeric value only)', 'Transfer in domestic currency (numeric value only)']",192.5,Nominal pesos,NA,NA,NA,['Not reported/Unclear'],NA,NA,"['Gender', 'Grade']",['Monthly'],NA,"['No time limit', 'Not reported/Unclear']",NA,['School enrolment and attendance'],['Not reported'],['Yes'],['Other (details in info box)'],['Not reported/Unclear'],['Not reported/Unclear'],['Yes'],['85%'],NA,['Attendance at school'],NA,['Transfer unaccompanied by supply-side intervention'],['No'],NA,['No'],NA,['Level 6 - Conditional transfers where school attendance conditions are monitored and enforced']
53902301,Stampini (2018),2018,NA,NA,0.0242,0.0229,GSAT maths score,"['Toolkit primary outcome', 'Mathematics primary outcome']",['Sample: All'],With business as usual,['Post-test unadjusted (select one from this group)'],Mathematics,['Test type: National test'],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.0242,0.0229,['Science primary outcome'],0.0205,0.0228,NA,NA,NA,NA,['Jamaica'],['Unclear/ Not specified'],['Other (Explain in notes)'],['No'],['Yes'],['Unclear/ not specified'],NA,"not specified but assumed to be at least 6 years since children got to primary school,but that could be uncertain as their family's income and eligibility therefore for the CCT is uncertain",NA,NA,['Primary/elementary school'],"['11', '12']",NA,NA,['Regression Continuity  - naturally occurring'],"7,681",NA,['Primary and secondary'],['Household income'],NA,"['Yes', 'If means testing was conducted, what was the threshold? (details in info box)']",threshold not reported,['Not reported/Unclear'],['Primary recipient'],['Transfer in domestic currency (numeric value only)'],"1,006.66",J$ (Jamaican Dollar?),NA,NA,NA,['Not reported/Unclear'],NA,NA,"['Gender', 'Grade']",['Bi-monthly'],NA,['No time limit'],NA,['School attendance'],['No additional conditions'],['No'],NA,['Not reported/Unclear'],['School attendance'],['Yes'],['85%'],NA,['Attendance at school'],NA,['Transfer unaccompanied by supply-side intervention'],['Not reported/Unclear'],NA,['No'],NA,['Level 6 - Conditional transfers where school attendance conditions are monitored and enforced']
53902622,Vechbanyongratana (2015),2015,NA,NA,0,0.1487,Cummulative GPA at Graduation - Panel B,"['Toolkit primary outcome', 'Other outcome']",['Sample: All'],With business as usual,['Post-test unadjusted (select one from this group)'],Combined subjects,['Test type: School-developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['Thailand'],NA,NA,NA,NA,NA,NA,NA,NA,NA,['Secondary/High school'],"['15', '16', '17', '18']",5,NA,['Retrospective QED'],"1,280",NA,['Secondary only'],"['Household income', 'Other']",NA,"['Yes', 'If means testing was conducted, what was the threshold? (details in info box)']",NA,['Student (or student and parent/guardian)'],['Primary recipient'],"['Transfer in US $ (numeric value only)', 'Transfer in domestic currency (numeric value only)']","5,000",Thai baht,NA,NA,NA,['Not reported/Unclear'],NA,NA,['None (flat transfer)'],['Not reported/Unclear'],NA,NA,NA,['School attendance'],['Academic achievement (details in info box)'],['No'],NA,['Other (detail in info box)'],['No verification'],['No'],['Other (detail in info box)'],[''],"['Attendance at school', 'Other (details in info box)']",as long as the student stays at school they will receive the scholarship even if their grades fall,['Transfer unaccompanied by supply-side intervention'],['No'],NA,['No'],NA,['Type 3 - Conditional transfers where conditions are not monitored or enforced']
53901749,Ward (2010),2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['Kenya'],['Unclear/ Not specified'],['Other (Explain in notes)'],['No'],['Yes'],['Unclear/ not specified'],['Unclear/not specified'],2 years,NA,NA,['No information provided'],"['3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18']",NA,NA,"['Prospective QED', 'Multisite RCT']","7,532",NA,"['Primary and secondary', 'Other', 'Nursery/Kindergarten']",['Targeted population (please provide details in info box)'],NA,"['Yes', 'If means testing was conducted, what was the threshold? (details in info box)']",NA,['Mother or female head of household'],['Primary recipient'],"['Transfer in US $ (numeric value only)', 'Transfer in domestic currency (numeric value only)']","1,500",Kenyan Ksh,NA,NA,NA,"['Yes, maximum amount per family (details in info box)']",NA,NA,['None (flat transfer)'],['Bi-monthly'],NA,['Yes - time limited'],5 years,['School enrolment'],['School attendance'],['Yes'],['Student attendance at health check-ups'],"['School enrolment', 'School attendance']","['School attendance', 'School enrolment']",['Yes'],['80%'],NA,"['Attendance at school', 'Enrolment at school']",NA,['Not reported/Unclear'],['Not reported/Unclear'],NA,['Yes (details in info box)'],NA,['Level 6 - Conditional transfers where school attendance conditions are monitored and enforced']
53902054,Williams (2007),2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['South Africa'],['Unclear/ Not specified'],['Other (Explain in notes)'],['No'],['Yes'],['Other (please specify)'],['Unclear/not specified'],NA,NA,NA,['No information provided'],"['7', '8', '9', '10', '11', '12', '13']",NA,NA,['Regression Continuity  - naturally occurring'],95925,100,['Not reported/Unclear'],['Household income'],NA,"['Yes', 'If means testing was conducted, what was the threshold? (details in info box)']",< 800 Rand or < 1100 Rhand depending on where they live,['Mother or female head of household'],['Primary recipient'],['Transfer in domestic currency (numeric value only)'],228,Rand,NA,NA,NA,"['Yes, maximum number of beneficiaries (details in info box)']",NA,up to 6 children receiving the grant,['None (flat transfer)'],['Monthly'],NA,['Not reported/Unclear'],but the study examines between 2000 and 2005,['No conditions'],['No additional conditions'],['No'],NA,['No monitoring'],['No verification'],['No'],NA,NA,['No enforcement'],NA,['Not reported/Unclear'],['No'],NA,['Yes (details in info box)'],"labor market activity and employment,  hunger",['Type 1 - Unconditional program with the aim to improve educational outcomes']
