StudyID,Strand,TypeofTest,TypeofTestHighlightedText,StandardisedTest,StandardisedTestHighlightedText,ResearcherDevelopedTest,ResearcherDevelopedTestHighlightedTest,SchoolDevelopedTest,SchoolDevelopedTestHighlightedTest,NationalTestorExam,NationalTestorExamHighlightedTest,InternationalTests,InternationalTestsHighlightedTest
37671623,Teaching assistants,NA,NA,"1. Letter-Word Identification subtest (from Woodcock-Johnson Psychoeducational Battery - Revised)   2. Test of Phonemic Awareness (Torgeson & Bryant, 1994)   3. Word Attach subtest (from Woodcock-Johnson Psychoeducational Battery - Revised)","['Page 88:\n[¬s]"" 1) W J-R Letter-Word Identification Subtest (Woodcock & Johnson, 1989), 2) Test o f Phonemic Awareness (TOPA) (Torgeson & Bryant, 1994), and 3) W oodcock- Johnson Psychoeducational-Revised (WJ-R) Word A ttack Subtest (Woodcock & Johnson, 1989).[¬e]""']",NA,NA,NA,NA,NA,NA,NA,NA
37093477,Peer Tutoring,NA,NA,The Stanford Diagnostic Mathematics Test (SDMT) was used to measure mathematics concepts and computation   Self-perception profile for children designed to measure children's perceptions,"['Page 5:\n[¬s]""Stanford Diagnostic Mathematics Test, Third Edition (SDMT). The SDMT (Beatty, Madden, Gardner, & Karlsen, 1986) is a standardized measure ofachievement for basic mathematics concepts and computation. [¬e]""']",The peer tutoring interaction coding system was developed by the authors and was used to record student behaviour during peer tutoring.,"['Page 4:\n[¬s]"" Student behavior recorded during the peer tutoring Generalization Probe was coded using an interval recording system developed by the authors[¬e]""']",The curriculum-based computation test was designed specifically for 4th and 5th grade students in collaboration with teachers from participating elementary schools. ,"['Page 5:\n[¬s]""Curriculum-Based Computation Test. This curriculum-based measure of chil- dren\'s performance on mathematical computation items was designed specifically for fourth- and fifth-grade students in collaboration with teachers from the partici- pating elementary school[¬e]""', 'Page 6:\n[¬s]""Self-Perception Profilefor Children (Harter, 1985)[¬e]""']",NA,NA,NA,NA
37093478,Peer Tutoring,NA,NA,NA,NA,NA,"['Page 3:\n[¬s]""The curriculum-based computation test (CBCT), a measure of children\'s performance on mathematical computation items, was designed specifically for the third and fourth graders in this study through collaboration with their teachers and the school mathemat- ics specialist (Tucker, 1985). Two tests were constructed to assess the skill level of students in the third and fourth grades. The tests each consisted of 50 mathematics computation problems that were taken from the Grade 3 and Grade 4 teacher\'s editions of The Mathematics Experience (1992). This series was the current curriculum used in the school and was described by its authors as being based on the NCTM standards (1989). Fifty computation problems were randomly selected from each textbook to assess addition, subtraction, multiplication, and division skills. Students were instructed to complete as many problems as they could in a 20-min period. Test scores were based on the number of correct computations. Each individual computation on the test was scored. The number of computations involved in each of the 50 problems ranged from 1 to 5 per problem for the third-grade test and from 1 to 11 for the fourth-grade test. The total number of computations for the third- and fourth-grade tests were 97 and 193, respectively.""\n""The curriculum-based word problem test (CBWPT), a measure of children\'s performance on word problems, was designed and administered in a comparable manner to the CBCT, described previously. Again, two tests were constructed to assess the skill level of the third and fourth graders. The tests each consisted of 10 mathematics computation word problems, randomly selected from each textbook to assess addition, subtraction, multiplication, and division skills in the context of word problems. During a 15-min period, the test questions were read aloud to students at 1.5-min intervals to reduce the impact of students\' language skills on their performance. After all items were read, students were given the remaining 5 min to complete their tests. Test scores were based on the number of correct computations solved for each item. For example, on the Grade 3 test, the following 3-point question required three computations: ""Akeem played 2 games of bowling. His scores were 125 and 109. What was his total score for the 2 games?"" The number of computations involved in each of the 10 problems ranged from 1 to 5 per problem for the third-grade test and 1 to 6 for the fourth-grade test. The total number of computations for the third- and fourth-grade tests was 16 and 34, respectively.[¬e]""']",NA,NA,NA,NA,NA,NA
37092650,Feedback,NA,NA,NA,"['Page 6:\n[¬s]""The Tukey HSD procedure was used to follow-up this result (alpha = .05). The results of the Tukey comparisons revealed that the students in the[¬e]""']",NA,"['Page 5:\n[¬s]""A pool of 60 knowledge level multiple choice items was constructed by the experimenter. These items were then rated by two judges on the basis of the Bloom et al. (1956) taxonomy in order to further verify the level of learning they required.[¬e]""']",NA,NA,NA,NA,NA,NA
37133911,Peer Tutoring,NA,NA,Computational skill achievement was measured through the Standford Achievement Test--Mathematics.,NA,Researcher developed pre-test and post-test quasi-experiment design.   Computational skills achievement was also measured using a microcomputer-genereated Maths Facts Sheet (as well as the standardised Stanford Mathematics test).  ,NA,NA,NA,NA,NA,NA,NA
37671603,Teaching assistants,NA,NA,NA,"['Page 14:\n[¬s]""Wilcoxon Matched-Pairs Signed-Ranks test[¬e]""', 'Page 9:\n[¬s]""Early Word Recognition test and the BAS II Word Reading""\n""letter-sound knowledge, Early Word Recognition, BAS II word reading, and Nonword Reading[¬e]""']",NA,NA,NA,NA,NA,NA,NA,NA
38296617,Teaching assistants,NA,NA,These were the primary outcome measures.,"['Page 12:\n[¬s]""GL New Group Reading Test A""\n""GL New Group Reading Test B.[¬e]""']",NA,NA,NA,NA,NA,"['Page 12:\n[¬s]""In addition, the prior KS2 assessment results in literacy can be used as a secondary pre-test score.[¬e]""']",NA,NA
38296615,Feedback,NA,NA,NA,"['Page 10:\n[¬s]""The New Group Reading Test (NGRT) is the third edition of Group Reading Test (GRT) developed by GL Assessment and the National Foundation for Education Research. [¬e]""']",NA,NA,NA,NA,NA,NA,NA,NA
38296616,Feedback,NA,NA,NA,"['Page 5:\n[¬s]""pre-test (GL Assessment’s New Group Reading Test A) and a post-test (New[¬e]""', 'Page 6:\n[¬s]""Group Reading Test B).[¬e]""']",NA,NA,NA,NA,NA,NA,NA,NA
40117250,Extending school time,NA,NA,NA,"['Page 15:\n[¬s]""outh Experiences Survey 2.0 (YES). Students completed the YES (D. M. Hansen & Larson, 2005) [¬e]""']",NA,"['Page 14:\n[¬s]""Youth Surveys. Participating youths completed pretest and posttest youth sur- veys measuring primarily the outcomes targeted by the ASP.[¬e]""', 'Page 15:\n[¬s]""Teacher Ratings. During the spring of 2007, science, math, social studies, and English teachers were asked to rate 427 study participant""\n""These surveys measured student classroom behavior, social adjustment, and academic competence.[¬e]""']","Not enough detail about original source of this info, but research team got it from school","['Page 15:\n[¬s]""School Records. School records were collected to measure student academic performance, attendance, and school suspensions for the year prior to the implementation of the program (2005\x962006) as well as the year the program was implemented (2006\x962007). [¬e]""']",NA,NA,NA,NA
38878252,Small Group Tuition,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37093559,Peer Tutoring,NA,NA,"Revised Neale Analysis of Reading Ability (Neale, 1988).","['Page 6:\n[¬s]""Those who obtained stanines of 4 or less on this test were followed up on the revised Neale Analysis of Reading Ability (Neale, 1988), an individually administered test of prose reading ability.[¬e]""', 'Page 7:\n[¬s]""revised Neale Analysis of Reading Ability (Neale, 1988).[¬e]""']",NA,NA,NA,NA,"Primary Reading Survey Test (Australian Council for Educational Research, 1984), a group test of reading comprehension which is widely used in Australian schools","['Page 6:\n[¬s]""In order to identify the low progress readers, all students in grades 4 and 6 were given the appropriate level of the Primary Reading Survey Test (Australian Council for Educational Research, 1984), a group test of reading comprehension which is widely used in Australian schools.[¬e]""']",NA,NA
37671634,Teaching assistants,NA,NA,NA,"['Page 4:\n[¬s]""Progressive Achievement Tests (PAT; Aus- tralian Council for Educational Re- search, 2001) for mathematics and comprehension, as well as a bank of reading or mathematics tasks from the Cognitive Aptitude Assessment System (CAAS) computer assessment package (Royer, 1996; Royer & Tronsky, 1998).[¬e]""']",NA,NA,NA,NA,NA,NA,NA,NA
37671557,Teaching assistants,NA,NA,NA,"['Page 74:\n[¬s]""The study used the DIBELS (Good & Kaminski, 2003) kindergarten instrument[¬e]""', 'Page 75:\n[¬s]""66 which consists of four subtests.[¬e]""']",NA,NA,NA,NA,NA,NA,NA,NA
37671558,One to one tuition,NA,NA,NA,"['Page 6:\n[¬s]""the Word Recognition and Phonics Skills test (WraPS). This whole group test was selected on the basis that: it can be administered by the class teachers during lesson time Ð thus minimizing disruption; it provides a standardized score and word recognition age for each child.[¬e]""']",NA,NA,NA,NA,NA,NA,NA,NA
37093560,Peer Tutoring,NA,NA,NA,"['Page 3:\n[¬s]""Otis-Lennon School Abilities Test-Primary I, Form R[¬e]""']",NA,NA,NA,NA,NA,NA,NA,NA
37133917,Peer Tutoring,NA,NA,Stanford Diagnostic Reading Test ,NA,Researcher developed a pre-test and post-test to measure the outcomes of the study. ,NA,NA,NA,A standardised national literacy test was used to identify students performing below ninth-grade level reading. ,NA,NA,NA
40117251,Extending school time,NA,NA,Science grade average (see Table 3) compared pre and post intervention. ,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092582,Parental engagement,NA,NA,NA,NA,NA,"['Page 299:\n[¬s]""The scoring rubric was developed by the Reading Department of St. John’s University and was consistent with the new English Language Arts Standards.[¬e]""']",NA,NA,NA,NA,NA,NA
37133918,Peer Tutoring,NA,NA,"Gates-MacGinitie Reading Tests (GMRT) 4th Edition. Please note: Students did not receive the same sub-tests within the GMRT. Some lower performing students and those with perceived disabilities were given different sub-tests than their classmates.   STAR Reading Assessment - computer-based assessment  The Reading Strategies Usage Survey (RSU) - to measure metacognitive and cognitive strategy knowledge   Think Along Passages (TAP) - assess metastrategic knowledge and strategy use, including prediction, inferencing and determining word meanings.   Words Per Minute (WPM) and Maze   The Elementary Reading Attitude Survey (ERAS) ",NA,NA,NA,NA,NA,NA,NA,NA,NA
37671515,Teaching assistants,NA,NA,NA,"['Page 57:\n[¬s]"" L2 oral reading fluency from Dynamic Indicators of Basic Early Literacy Skills, DIBELS, (Kaminski & Good, 1996), and a measures of L2 broad reading from the Woodcock Language Proficiency Battery-Revised ,WLPB-R, (Woodcock, 1991).[¬e]""']",NA,NA,NA,NA,NA,NA,NA,NA
38878253,Small Group Tuition,NA,NA,NA,"['Page 6:\n[¬s]""e 25-item Aggression scale of the Teacher Rat- ing Form (TRF) of the Child Behavior Checklist (CBCL; Achenbach, 1991).""\n"" We used four subtests of the Woodcock- Johnson Revised Tests of Achievement (WJ-R; Woodcock & Mather, 1989)[¬e]""']",NA,"['Page 8:\n[¬s]""The conversations, which focused on familiar topics, such as the childÕs everyday activities and interests, helped the assessors to confirm the teachersÕ information and to determine the childÕs proficiency with Spanish and English.""\n"" The information was recorded on the childÕs baseline reading test profile and entered into the data- base.[¬e]""']",NA,NA,NA,NA,NA,NA
