ItemID,Author,Year,Strand,Outcome,Intervention,LevelofAssignment,ParticipantAssignment,StudyRealism,StudentGender,PublicationType,EducationalSetting,Country,GroupBaselineDifferences,StudyDesign,Comparability,CompVariablesReported,ComparabilityVariables,InterventionOrg,InterventionTrainingProvided,StudentAge,Attrition/DropOutReported,FocusofIntervention,InterventionTeachingApproach,InterventionTime,WhoDeliveredTeaching,EducationalSetting,SMD,SESMD,CIupper,CIlower,CodesSectionPresent,OutcomesSectionPresent,OutcomeCodesSectionPresent
37093518,Calhoon (2003),2003,Toolkit: Peer Tutoring,Primary outcome,Mathematics,Class,Unclear,High ecological validity,Mixed gender,Journal article,Secondary/High school,USA,Yes,Cluster RCT,Yes,Yes,Special educational needs,School or group of schools,Yes (Please specify),"['14', '15', '16', '17', '18']",['Yes'],['Students'],['Paired learning'],['During regular school hours '],"['Research staff', 'Class teachers', 'Peers']",['Secondary/High school'],0.3997,0.2107,0.8128,-0.0133,Yes,Yes,Yes
40117116,Campbell (1994),1994,NA,NA,NA,School - cluster,Retrospective Quasi Experimental Design (QED),High ecological validity,Mixed gender,Journal article,Primary/elementary school,USA,No/Unclear,Prospective QED,No,No,NA,Local education authority or district,No,"['5', '6', '7', '8']",['No'],"['Students', 'Teachers', 'Non-teaching staff', 'Parents']",['Large group/class teaching (+6)'],['During regular school hours '],['Class teachers'],"['Nursery school/pre-school', 'Primary/elementary school']",NA,NA,NA,NA,Yes,No,No
37116223,Carberry (2003),2003,Toolkit: Peer Tutoring,Primary outcome,Literacy: reading comprehension,Individual,Random (please specify),High ecological validity,Mixed gender,Dissertation or thesis,Primary/elementary school,USA,No/Unclear,Cluster RCT,No,No,NA,University/ researcher design,Yes (Please specify),"['6', '7', '8', '9', '10']",['Yes'],['Students'],['Paired learning'],['During regular school hours '],['Peers'],['Primary/elementary school'],0.0342,0.2628,0.5492,-0.4809,Yes,Yes,Yes
37093351,Carlton (1985),1985,Toolkit: Peer Tutoring,Primary outcome,Literacy: reading comprehension,Class,"Non-random, but matched",High ecological validity,No information provided,Journal article,Secondary/High school,USA,Yes,Multisite RCT,No,N/A,NA,University/ researcher design,Yes (Please specify),"['13', '11', '12']",['Yes'],['Students'],['Paired learning'],['During regular school hours '],"['Teaching assistants', 'Peers']",['Secondary/High school'],0.3667,0.1827,0.7247,0.0086,Yes,Yes,Yes
40117117,Cason (1995),1995,Toolkit: Extending school time,Primary outcome,Literacy: reading comprehension,School - cluster,Regression discontinuity,High ecological validity,No information provided,Dissertation or thesis,Primary/elementary school,USA,NA,NA,NA,NA,NA,School or group of schools,Unclear/ Not specified,"['9', '10']",['No'],"['Students', 'Teachers']",['Large group/class teaching (+6)'],['During regular school hours '],['Class teachers'],['Primary/elementary school'],0.2031,0.09,0.3795,0.0267,Yes,Yes,Yes
39253388,Chaplin (2006),2006,NA,NA,NA,Individual,Random (please specify),High ecological validity,Mixed gender,Technical report,Primary/elementary school,USA,Yes,Individual RCT,Yes,Yes,Socio-economic status,Charity or voluntary organisation,Yes (Please specify),"['6', '7', '8', '9', '10', '11', '12']",['No'],['Students'],['Large group/class teaching (+6)'],['Summer/ holiday period'],['Class teachers'],['Primary/elementary school'],NA,NA,NA,NA,Yes,No,No
40117193,Chase (2000),2000,Toolkit: Extending school time,Primary outcome,Literacy: reading comprehension,Not provided/ not available,Retrospective Quasi Experimental Design (QED),Low ecological validity,Mixed gender,Technical report,Primary/elementary school,USA,Yes,Prospective QED,Yes,Yes,Gender,Charity or voluntary organisation,Unclear/ Not specified,"['9', '10', '11', '12']",['Yes'],['Students'],['Small group/intensive support (3-5)'],['Before/after school'],['Lay persons/volunteers'],['Primary/elementary school'],0.16,0.3,0.748,-0.428,Yes,Yes,Yes
40117118,Chen (1994),1994,NA,NA,NA,School - cluster,Regression discontinuity,High ecological validity,Mixed gender,Dissertation or thesis,Secondary/High school,USA,Yes,Prospective QED,Yes,Yes,Other (please specify),School or group of schools,No,"['14', '15', '16', '17', '18']",['No'],"['Students', 'Teachers', 'Non-teaching staff']",['Large group/class teaching (+6)'],['During regular school hours '],['Class teachers'],['Secondary/High school'],NA,NA,NA,NA,Yes,No,No
37116229,Chu (2017),2017,Toolkit: Peer Tutoring,Primary outcome,Mathematics,Class,"Non-random, not matched prior to treatment",High ecological validity,No information provided,Journal article,Primary/elementary school,Taiwan,Yes,Prospective QED,Yes,Yes,Educational attainment,University/ researcher design,No,"['10', '11']",['No'],['Students'],['Paired learning'],['During regular school hours '],['Peers'],['Primary/elementary school'],0.5242,0.2275,0.9702,0.0783,Yes,Yes,Yes
37671546,Clarke (2017),2017,Toolkit: Teaching assistants,Secondary outcome(s),Literacy: reading comprehension,School - multi-site,Random (please specify),High ecological validity,Mixed gender,Journal article,Secondary/High school,England,Yes,Multisite RCT,No,Yes,Educational attainment,University/ researcher design,Yes (Please specify),"['11', '12', '13']",['Yes'],['Students'],['One to one'],['During regular school hours '],['Teaching assistants'],['Secondary/High school'],-0.2308,0.1748,0.1119,-0.5735,Yes,Yes,Yes
39253281,Cleary (2001),2001,Toolkit: Summer schools,Primary outcome,Literacy: decoding/phonics,Individual,Retrospective Quasi Experimental Design (QED),High ecological validity,Mixed gender,Dissertation or thesis,Primary/elementary school,USA,Yes,Prospective QED,Yes,Yes,Gender,Local education authority or district,Yes (Please specify),"['5', '6']",NA,['Students'],"['Small group/intensive support (3-5)', 'Large group/class teaching (+6)', 'One to one']",['Summer/ holiday period'],['Class teachers'],['Primary/elementary school'],0.9813,0.2806,1.5314,0.4313,Yes,Yes,Yes
37092576,Coe (2011),2011,Toolkit: Feedback,Primary outcome,Literacy: writing,School - cluster,Random (please specify),High ecological validity,Mixed gender,Technical report,Primary/elementary school,USA,Yes,Cluster RCT,Yes,Yes,Other (please specify),Local education authority or district,Yes (Please specify),"['10', '11']",['Yes'],['Students'],['Large group/class teaching (+6)'],['During regular school hours '],['Class teachers'],['Primary/elementary school'],0.11,0.044,0.1962,0.0238,Yes,Yes,Yes
37671598,Cole (2009),2009,Toolkit: Teaching assistants,Primary outcome,Mathematics,School - multi-site,Random (please specify),High ecological validity,Mixed gender,Dissertation or thesis,Middle school,USA,Yes,Multisite RCT,No,N/A,NA,University/ researcher design,Yes (Please specify),"['11', '12']",['No'],['Students'],['Large group/class teaching (+6)'],['Before/after school'],"['Research staff', 'Teaching assistants']",['Middle school'],1.4227,0.4469,2.2986,0.5467,Yes,Yes,Yes
40117120,Consolie (1999),1999,Toolkit: Extending school time,Primary outcome,Literacy: reading comprehension,School - cluster,Retrospective Quasi Experimental Design (QED),High ecological validity,No information provided,Dissertation or thesis,Primary/elementary school,USA,NA,Prospective QED,Yes,Yes,Other (please specify),School or group of schools,No,"['10', '11']",NA,['Students'],['Large group/class teaching (+6)'],"['During regular school hours ', 'Summer/ holiday period']",['Class teachers'],['Primary/elementary school'],1.027,0.1748,1.3696,0.6845,Yes,Yes,Yes
43090135,Cooper (2016) PT,2016,Toolkit: Extending school time,Primary outcome,Mathematics,Individual,Random (please specify),High ecological validity,No information provided,Dissertation or thesis,Secondary/High school,UK (Select all that apply),Yes,Individual RCT,Yes,Yes,Educational attainment,University/ researcher design,Yes (Please specify),"['15', '12', '13', '14']",['No'],['Students'],['Paired learning'],['During regular school hours '],['Peers'],['Secondary/High school'],0.0836,0.3537,0.7769,-0.6097,Yes,Yes,Yes
37671620,Cooper (2016) TA,2016,Toolkit: Teaching assistants,Primary outcome,Mathematics,School - multi-site,Random (please specify),High ecological validity,Mixed gender,Dissertation or thesis,Secondary/High school,England,Yes,Individual RCT,Yes,No,NA,University/ researcher design,No,"['12', '13', '14', '15']",['No'],['Students'],['Paired learning'],['During regular school hours '],['Peers'],['Secondary/High school'],0.0241,0.3594,0.7286,-0.6803,Yes,Yes,Yes
40117121,Costa (1987),1987,Toolkit: Teaching assistants,Primary outcome,Literacy: reading comprehension,School - cluster,Retrospective Quasi Experimental Design (QED),High ecological validity,No information provided,Dissertation or thesis,Other educational setting (please specify),USA,No/Unclear,Retrospective QED  ,Yes,Yes,Other (please specify),School or group of schools,Unclear/ Not specified,NA,['No'],['Students'],['Large group/class teaching (+6)'],"['During regular school hours ', 'Summer/ holiday period', 'Other (please specify)']",['Class teachers'],"['Primary/elementary school', 'Other educational setting (please specify)']",0.0,NA,NA,NA,Yes,Yes,Yes
37093542,Craker (1981),1981,Toolkit: Peer Tutoring,Primary outcome,Literacy: reading comprehension,Individual,Random (please specify),Low ecological validity,No information provided,Journal article,Primary/elementary school,Australia,No/Unclear,Individual RCT,No,N/A,NA,University/ researcher design,Yes (Please specify),"['8', '9', '10', '11', '12']",['No'],['Students'],['Paired learning'],['During regular school hours '],"['Research staff', 'Peers']",['Primary/elementary school'],0.3321,0.1839,0.6924,-0.0283,Yes,Yes,Yes
37091026,Crutcher (1975),1975,Toolkit: Feedback,Secondary outcome(s),Mathematics,Class,Random (please specify),High ecological validity,Mixed gender,Journal article,Primary/elementary school,USA,No/Unclear,Individual RCT,Yes,No,NA,School or group of schools,Unclear/ Not specified,"['6', '7', '8']",['No'],['Students'],['Large group/class teaching (+6)'],['During regular school hours '],['Class teachers'],['Primary/elementary school'],0.8734,0.2533,1.3697,0.377,Yes,Yes,Yes
39253200,Culp (1973),1973,NA,NA,NA,Individual,"Non-random, not matched prior to treatment",Unclear,Mixed gender,Dissertation or thesis,Primary/elementary school,USA,NA,Prospective QED,NA,NA,NA,Local education authority or district,NA,"['8', '9']",NA,['Students'],['Large group/class teaching (+6)'],['Summer/ holiday period'],['Class teachers'],['Primary/elementary school'],NA,NA,NA,NA,Yes,No,No
39253314,D'Agostino (1995),1995,Toolkit: Summer schools,Primary outcome,Mathematics,School - multi-site,Random (please specify),Unclear,No information provided,Technical report,Primary/elementary school,USA,No/Unclear,Individual RCT,Yes,Yes,Other (please specify),Local education authority or district,Unclear/ Not specified,"['9', '10']",['No'],['Students'],['Other (Explain in notes)'],['Summer/ holiday period'],['Unclear/not specified'],['Primary/elementary school'],-0.1222,0.0551,-0.0141,-0.2302,Yes,Yes,Yes
37093543,Davenport (1999),1999,Toolkit: Peer Tutoring,Primary outcome,Mathematics,Individual,"Non-random, not matched prior to treatment",Low ecological validity,Mixed gender,Journal article,Primary/elementary school,Scotland,Yes,Multisite RCT,No,N/A,NA,University/ researcher design,Yes (Please specify),['10'],['No'],['Students'],"['Other (Explain in notes)', 'Paired learning']",['Unclear/ not specified'],"['Research staff', 'Peers']",['Primary/elementary school'],0.4624,0.2462,0.945,-0.0202,Yes,Yes,Yes
39253203,David (1974) 1_1,1974,Toolkit: Summer schools,Primary outcome,Literacy: reading comprehension,Individual,Random (please specify),Unclear,Mixed gender,Dissertation or thesis,Primary/elementary school,USA,Yes,Individual RCT,Yes,NA,NA,School or group of schools,Unclear/ Not specified,"['6', '7', '8']",['No'],['Students'],NA,['Summer/ holiday period'],['Unclear/not specified'],['Primary/elementary school'],0.3923,0.2936,0.9677,-0.1832,Yes,Yes,Yes
43090138,David (1974) 1_2,1974,Toolkit: Summer schools,Primary outcome,Literacy: reading comprehension,Individual,Random (please specify),High ecological validity,Mixed gender,Dissertation or thesis,Primary/elementary school,USA,Yes,Individual RCT,Yes,Yes,Socio-economic status,Local education authority or district,Unclear/ Not specified,['7'],['Unclear (please add notes)'],['Students'],['Other (Explain in notes)'],['Summer/ holiday period'],['Unclear/not specified'],['Primary/elementary school'],-0.2723,0.374,0.4607,-1.0052,Yes,Yes,Yes
40117246,DeCicca (2007),2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,No
40117123,DeLaro (1994),1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,No
37093616,Dion (2011),2011,Toolkit: Peer Tutoring,Primary outcome,Literacy: reading comprehension,School - cluster,Unclear,High ecological validity,Mixed gender,Journal article,Primary/elementary school,Canada,Yes,Cluster RCT,Yes,Yes,Educational attainment,University/ researcher design,Yes (Please specify),"['6', '7']",['Yes'],"['Teachers', 'Students']",['Paired learning'],['During regular school hours '],"['Class teachers', 'Research staff', 'Peers']",['Primary/elementary school'],0.3624,0.1236,0.6048,0.1201,Yes,Yes,Yes
37671548,Dockrell (2015),2015,Toolkit: Teaching assistants,Secondary outcome(s),Literacy: writing,School - cluster,"Non-random, not matched prior to treatment",High ecological validity,Mixed gender,Technical report,Primary/elementary school,England,Yes,Prospective QED,Yes,Yes,Other (please specify),University/ researcher design,Yes (Please specify),"['3', '4', '5', '6', '7', '8', '9', '10', '11']",['Yes'],"['Students', 'Teachers', 'Teaching assistants']",['Large group/class teaching (+6)'],['During regular school hours '],"['Class teachers', 'Teaching assistants']",['Primary/elementary school'],0.4,0.08,0.5568,0.2432,Yes,Yes,Yes
43090143,Dorval (1978) TA,1978,NA,Primary outcome,Literacy: reading comprehension,Individual,"Non-random, but matched",High ecological validity,No information provided,Journal article,Primary/elementary school,USA,No/Unclear,Prospective QED,NA,N/A,NA,University/ researcher design,Yes (Please specify),"['6', '7']",['No'],['Students'],['One to one'],['During regular school hours '],['Teaching assistants'],['Primary/elementary school'],1.1638,0.3512,1.8522,0.4753,Yes,Yes,No
37091027,Dubrule (1984),1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,No
37093544,Duff (1974),1974,Toolkit: Peer Tutoring,Primary outcome,Literacy: reading other,Individual,Random (please specify),Low ecological validity,No information provided,Journal article,Primary/elementary school,USA,No/Unclear,Individual RCT,No,N/A,NA,University/ researcher design,Yes (Please specify),"['6', '7', '8', '9', '10']",['No'],['Students'],['Paired learning'],['Summer/ holiday period'],['Peers'],['Primary/elementary school'],0.7486,0.3796,1.4925,0.0046,Yes,Yes,Yes
37671600,Duff (2014),2014,Toolkit: Teaching assistants,Primary outcome,Literacy: reading comprehension,Individual,Random (please specify),Low ecological validity,Mixed gender,Journal article,Primary/elementary school,England,Yes,Individual RCT,Yes,NA,NA,University/ researcher design,Yes (Please specify),['6'],['Yes'],['Students'],"['Small group/intensive support (3-5)', 'One to one']",['During regular school hours '],['Teaching assistants'],['Primary/elementary school'],0.0886,0.2676,0.6131,-0.4358,Yes,Yes,Yes
