id,pub_author,pub_year,pub_type_raw,strand_raw,toolkit_version,out_out_type_tool,smd_tool,se_tool,out_es_type,out_tit,out_comp,out_samp,out_measure,out_test_type_raw,out_out_type_red,smd_red,se_red,out_out_type_wri,smd_wri,se_wri,out_out_type_math,smd_math,se_math,out_out_type_sci,smd_sci,se_sci,out_out_type_fsm,smd_fsm,se_fsm,sample_analysed_info,school_total_info,class_total_info,int_setting_raw,part_age_raw,fsm_50,fsm_perc_info,loc_country_raw,int_desig_raw,int_approach_raw,int_training_raw,digit_tech_raw,parent_partic_raw,int_when_raw,int_who_raw,int_dur_info,int_freq_info,int_leng_info,out_strand,pt_tut_desc,pt_tut_desc_same_age,pt_tut_desc_cross_age,pt_same_age_attainment,pt_cross_age_attainment,pt_tut_from,pt_tut_role,pt_tutee_attain_level,pt_digit_tech,pt_incentive
74069974,Marshak (2011),2011,['Journal article'],['Peer tutoring'],['MT_2023 (in progress)'],"['Toolkit primary outcome', 'Other outcome']",0.8661,0.1745,['Pre-post gain'],REC_Total gain Scores Table 2,With business as usual,['Sample: All'],Social Studies,['Test type: School-developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186,NA,8,['Middle school'],"['13', '12']",NA,NA,['USA'],['Cluster RCT'],['Paired learning'],['No'],['No'],['No'],['During regular school hours '],['Peers'],10,4,15,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['not matched on attainment'],NA,['From the same school'],['Yes'],['Mixed'],['No'],['No']
74069975,Martí-Alcaide (2021),2021,['Journal article'],['Peer tutoring'],['MT_2023 (in progress)'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.6251,0.4859,['Pre-post gain'],T&T_Maths Post test v pre test table 4,With business as usual,['Sample: All'],Mathematics,['Test type: School-developed test'],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.6251,0.4859,NA,NA,NA,NA,NA,NA,18,1,1,['Primary/elementary school'],"['6', '7']",NA,NA,['Spain'],['Prospective QED'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Peers'],2,4,45,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['not matched on attainment'],NA,['From the same school'],['No'],['Mixed'],['No'],['No']
74069976,Mastropieri (2005),2005,['Journal article'],['Peer tutoring'],['MT_2023 (in progress)'],"['Toolkit primary outcome', 'Science primary outcome']",0.7925,0.334,['Post-test unadjusted (select one from this group)'],REC_Chemistry Posttest Peer tutoring v traditional control special ed and general ed combined table 2,With business as usual,['Sample: Low achievers'],Science,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",0.7925,0.334,NA,NA,NA,39,1,2,['Secondary/High school'],['No information provided'],NA,NA,['USA'],['Prospective QED'],"['Large group/class teaching (+6)', 'Paired learning']",['No'],['No'],['No'],['During regular school hours '],['Peers'],9,2.5,90,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['matched to different level of attainment'],NA,['From the same school'],['Yes'],['Mixed'],['No'],['No']
74069977,Mattatall (2017),2017,['Journal article'],['Peer tutoring'],['MT_2023 (in progress)'],"['Toolkit primary outcome', 'Reading primary outcome']",0.4082,0.0593,['Post-test adjusted for baseline attainment'],T&T_Reading ,With business as usual,['Sample: Low achievers'],Literacy  reading other,['Test type: School-developed test'],"['Toolkit primary outcome', 'Reading primary outcome']",0.4082,0.0593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436,15,NA,['Primary/elementary school'],"['7', '6']",NA,NA,['Canada'],['Prospective QED'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],32.5,3,30,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['matched to different level of attainment'],NA,['From the same school'],['No'],['Low attaining'],['No'],['No']
74069978,McDuffie (2009),2009,['Journal article'],['Peer tutoring'],['MT_2023 (in progress)'],"['Toolkit primary outcome', 'Other outcome']",0.113,0.1437,['Post-test adjusted for baseline attainment AND clustering'],REC_Peer Tutoring vs non Peer Tutoring table 2,With business as usual,['Sample: Low achievers'],Combined subjects,['Test type: School-developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,2,8,['Middle school'],"['12', '13', '14']",FALSE,18,['USA'],['Cluster RCT'],"['Paired learning', 'Other (Explain in notes)']",['Yes (Please specify)'],['Yes'],['No'],['During regular school hours '],"['Class teachers', 'Teaching assistants', 'Peers']",8,Not specified,10,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['matched to same level of attainment'],NA,['From the same school'],['Yes'],['Mixed'],['Yes'],['No']
74069982,Müller (2016),2016,['Journal article'],['Peer tutoring'],['MT_2023 (in progress)'],"['Toolkit primary outcome', 'Reading primary outcome']",0.3138,0.2441,['Post-test unadjusted (select one from this group)'],TE_PRI_ELFE tutees posttest reading strategy v control,With business as usual,['Sample: Low achievers'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.3138,0.2441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172,14,14,['Primary/elementary school'],"['9', '10']",FALSE,28.57,['Germany'],['Cluster RCT'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],"['Class teachers', 'Teaching assistants', 'Peers']",12,2,45,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['matched to different level of attainment'],NA,['From the same school'],['No'],['Low attaining'],['No'],['No']
74069983,Nnamani (2020),2020,['Journal article'],['Peer tutoring'],['MT_2023 (in progress)'],"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",1.747,0.2739,['Post-test unadjusted (select one from this group)'],REC_EEWII,With business as usual,['Sample: All'],Literacy  writing,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,2,NA,['Secondary/High school'],"['17', '18', '14', '15', '16']",NA,NA,['Nigeria'],['Prospective QED'],"['Paired learning', 'Large group/class teaching (+6)']",['Yes (Please specify)'],['No'],['No'],['During regular school hours '],"['Peers', 'Class teachers']",Not specified,Not specified,Not specified,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)', 'Cross-age (i.e. different school year from tutees)']","['Same-age as tutees (if yes, select one from drop down)']",['Cross-age (i.e. different school year from tutees)'],['matched to different level of attainment'],['Not matched on attainment'],['From the same school'],['Yes'],['Mixed'],['No'],['No']
74069984,Ohadugha (2020),2020,['Journal article'],['Peer tutoring'],['MT_2023 (in progress)'],"['Toolkit primary outcome', 'Other outcome']",2.94,0.3225,['Post-test adjusted for baseline attainment'],REC_BCSAT,With business as usual,['Sample: All'],Curriculum  other,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,4,NA,['Independent/private school'],"['15', '16', '17', '18']",NA,NA,['Niger'],['Individual RCT'],['Paired learning'],['No'],['Yes'],['No'],['During regular school hours '],['Peers'],4,Not specified,Not specified ,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['not matched on attainment'],NA,['From the same school'],['Yes'],['Not mentioned'],['Yes'],['No']
74069985,Oloyede (2019),2019,['Journal article'],['Peer tutoring'],['MT_2023 (in progress)'],"['Toolkit primary outcome', 'Science primary outcome']",1.24,0.25,['Post-test adjusted for baseline attainment'],T&T_CAT (PT vs TE),With business as usual,['Sample: All'],Science,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",1.24,0.25,NA,NA,NA,75,3,NA,['Secondary/High school'],"['16', '17', '18']",NA,NA,['Nigeria'],['Retrospective QED  '],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['Unclear/ not specified'],['Peers'],8,Not specified,Not specified,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['matched to different level of attainment'],NA,['From the same school'],['No'],['Mixed'],['No'],['No']
74069986,Olulowo (2020),2020,['Journal article'],['Peer tutoring'],['MT_2023 (in progress)'],"['Toolkit primary outcome', 'Mathematics primary outcome']",2.571,0.2322,['Post-test adjusted for baseline attainment'],T&T_FAAT,With business as usual,['Sample: All'],Mathematics,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",2.571,0.2322,NA,NA,NA,NA,NA,NA,137,8,NA,['Secondary/High school'],"['16', '17', '18']",NA,NA,['Nigeria'],['Retrospective QED  '],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],"['Class teachers', 'Peers']",5,1,80,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['not matched on attainment'],NA,['From the same school'],['No'],['Not mentioned'],['No'],['No']
74069988,Pastore (2008),2008,['Dissertation or thesis'],['Peer tutoring'],['MT_2023 (in progress)'],"['Toolkit primary outcome', 'Reading primary outcome']",0.2733,0.7136,['Post-test unadjusted (select one from this group)'],T&T_Reading comprehension achievement,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Researcher developed test'],"['Toolkit primary outcome', 'Reading primary outcome']",0.2733,0.7136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,1,3,['Middle school'],"['11', '12']",NA,NA,['USA'],['Individual RCT'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Peers'],38,1,60,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['matched to different level of attainment'],NA,['From the same school'],['No'],['Mixed'],['No'],['No']
74069989,Pilten (2016),2016,['Journal article'],['Peer tutoring'],['MT_2023 (in progress)'],"['Toolkit primary outcome', 'Reading primary outcome']",4.2186,0.5019,['Post-test unadjusted (select one from this group)'],REC_RCES total scores (posttest),With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Researcher developed test'],"['Toolkit primary outcome', 'Reading primary outcome']",4.2186,0.5019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,1,NA,['Primary/elementary school'],"['8', '9']",NA,NA,['Turkey'],['Retrospective QED  '],['Paired learning'],['Unclear/ Not specified'],['No'],['No'],['During regular school hours '],"['Class teachers', 'Peers']",11,Not specified,Not specified,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['not matched on attainment'],NA,['From the same school'],['Yes'],['Not mentioned'],['No'],['No']
74069990,Puranik (2017),2017,['Journal article'],['Peer tutoring'],['MT_2023 (in progress)'],"['Toolkit primary outcome', 'Reading primary outcome']",0.2664,0.3086,['Post-test adjusted for baseline attainment'],TE_PRI_Letter Naming fluency,With business as usual,['Sample: All'],Literacy  reading other,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.2664,0.3086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,2,5,['Primary/elementary school'],"['5', '6']",NA,NA,['USA'],['Multisite RCT'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],"['Research staff', 'Peers']",19,3,30,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['matched to different level of attainment'],NA,['From the same school'],['Yes'],['Mixed'],['No'],['No']
74069991,Puranik (2018),2018,['Journal article'],['Peer tutoring'],['MT_2023 (in progress)'],"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",0.5085,0.1667,['Post-test adjusted for baseline attainment AND clustering'],REC Sentence writing quality,With business as usual,['Sample: All'],Literacy  writing,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,4,6,['Primary/elementary school'],"['5', '6']",NA,NA,['USA'],['Multisite RCT'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],"['Class teachers', 'Peers']",26,3,30,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['matched to different level of attainment'],NA,['From the same school'],['Yes'],['Mixed'],['No'],['No']
74069992,Qohar (2013),2013,['Journal article'],['Peer tutoring'],['MT_2023 (in progress)'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.6705,0.129,['Post-test unadjusted (select one from this group)'],REC_Mathematics communication ability,With business as usual,['Sample: All'],Mathematics,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.6705,0.129,NA,NA,NA,NA,NA,NA,254,3,NA,['Secondary/High school'],"['13', '14']",NA,NA,['Indonesia'],['Prospective QED'],['Other (Explain in notes)'],['Unclear/ Not specified'],['No'],['No'],['Unclear/ not specified'],['Class teachers'],Not specified,Not specified,Not specified,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['not matched on attainment'],NA,['From the same school'],['Yes'],['Not mentioned'],['No'],['No']
74069993,Rafdal (2011) 1_1,2011,['Journal article'],['Peer tutoring'],['MT_2023 (in progress)'],"['Toolkit primary outcome', 'Reading primary outcome']",-0.0056,0.2775,['Post-test unadjusted (select one from this group)'],REC Rapid Letter Sound,With business as usual,['Sample: All'],Literacy  decoding/phonics,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",-0.0056,0.2775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,28,['Primary/elementary school'],"['5', '6']",FALSE,39.33,['USA'],['Prospective QED'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],"['Class teachers', 'Peers']",18,4,25,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['matched to different level of attainment'],NA,['From the same school'],['Yes'],['Mixed'],['No'],['No']
74069994,Rafdal (2011) 1_2,2011,['Journal article'],['Peer tutoring'],['MT_2023 (in progress)'],"['Toolkit primary outcome', 'Reading primary outcome']",-0.1864,0.2782,['Post-test unadjusted (select one from this group)'],REC Rapid Letter Naming,With business as usual,['Sample: All'],Literacy  decoding/phonics,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",-0.1864,0.2782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,28,['Primary/elementary school'],"['5', '6']",FALSE,39.32,['USA'],['Prospective QED'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],"['Class teachers', 'Peers']",18,4,25,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['matched to different level of attainment'],NA,['From the same school'],['Yes'],['Mixed'],['No'],['No']
74069995,Rahman (2017),2017,['Journal article'],['Peer tutoring'],['MT_2023 (in progress)'],"['Toolkit primary outcome', 'Reading primary outcome']",1.9397,0.9065,['Post-test unadjusted (select one from this group)'],TE_PRI_Word Attack Skills,With business as usual,['Sample: All'],Literacy  decoding/phonics,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",1.9397,0.9065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,NA,['Primary/elementary school'],"['9', '10']",NA,NA,['Saudi Arabia'],['Prospective QED'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Peers'],8,5,30,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['matched to different level of attainment'],NA,['From the same school'],['Yes'],['Mixed'],['No'],['No']
74069996,Roma (2019),2019,['Journal article'],['Peer tutoring'],['MT_2023 (in progress)'],"['Toolkit primary outcome', 'Reading primary outcome']",1.3343,0.2923,['Post-test unadjusted (select one from this group)'],T&T_Reading Comprehension,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Researcher developed test'],"['Toolkit primary outcome', 'Reading primary outcome']",1.3343,0.2923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,1,2,['Secondary/High school'],"['13', '14']",NA,NA,['Indonesia'],['Cluster RCT'],['Paired learning'],['Unclear/ Not specified'],['No'],['No'],['During regular school hours '],['Peers'],Not specified,Not specified,Not specified,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['matched to same level of attainment'],NA,['From the same school'],['Yes'],['Mixed'],['No'],['No']
